Year,party_detailed,candidatevotes,party_simplified
1996,SOCIALIST,1922,OTHER
1996,DEMOCRAT,2215819,DEMOCRAT
1996,REPUBLICAN,1801169,REPUBLICAN
1996,REFORM PARTY,430984,OTHER
1996,LIBERTARIAN,28000,OTHER
1996,CONSTITUTION PARTY,19552,OTHER
1996,NATURAL LAW,5783,OTHER
1996,DEMOCRAT,233050,DEMOCRAT
1996,REPUBLICAN,104683,REPUBLICAN
1996,REFORM PARTY,43723,OTHER
1996,GREEN,6040,OTHER
1996,LIBERTARIAN,1109,OTHER
1996,U.S. TAXPAYERS PARTY,1021,OTHER
1996,NATURAL LAW,435,OTHER
1996,WORKERS WORLD,186,OTHER
1996,REPUBLICAN,573339,REPUBLICAN
1996,DEMOCRAT,506152,DEMOCRAT
1996,PATRIOT PARTY,36913,OTHER
1996,REFORM PARTY,27464,OTHER
1996,LIBERTARIAN,4271,OTHER
1996,U.S. TAXPAYERS PARTY,2043,OTHER
1996,REPUBLICAN,150543,REPUBLICAN
1996,DEMOCRAT,139333,DEMOCRAT
1996,INDEPENDENT,32478,OTHER
1996,LIBERTARIAN,1472,OTHER
1996,DEMOCRAT,909146,DEMOCRAT
1996,REPUBLICAN,863530,REPUBLICAN
1996,INDEPENDENT,121239,OTHER
1996,,190,OTHER
1996,REPUBLICAN,2736167,REPUBLICAN
1996,DEMOCRAT,2459683,DEMOCRAT
1996,INDEPENDENT,378537,OTHER
1996,LIBERTARIAN,20256,OTHER
1996,U.S. TAXPAYERS PARTY,7472,OTHER
1996,,5107,OTHER
1996,NATURAL LAW,4422,OTHER
1996,REPUBLICAN,361911,REPUBLICAN
1996,DEMOCRAT,221633,DEMOCRAT
1996,REFORM PARTY,66461,OTHER
1996,GREEN,4615,OTHER
1996,LIBERTARIAN,4129,OTHER
1996,U.S. TAXPAYERS PARTY,2601,OTHER
1996,INDEPENDENT AMERICAN,1290,OTHER
1996,INDEPENDENT,1101,OTHER
1996,NATURAL LAW,1085,OTHER
1996,WORKERS WORLD,298,OTHER
1996,SOCIALIST WORKERS,235,OTHER
1996,,159,OTHER
1996,PROHIBITION,111,OTHER
1996,DEMOCRAT,137894,DEMOCRAT
1996,REPUBLICAN,80352,REPUBLICAN
1996,REFORM PARTY,31024,OTHER
1996,GREEN,5585,OTHER
1996,LIBERTARIAN,1183,OTHER
1996,,560,OTHER
1996,NATURAL LAW,498,OTHER
1996,GRASSROOTS,480,OTHER
1996,U.S. TAXPAYERS PARTY,382,OTHER
1996,LIBERTY UNION PARTY,292,OTHER
1996,SOCIALIST WORKERS,199,OTHER
1996,REPUBLICAN,1138350,REPUBLICAN
1996,DEMOCRAT,1091060,DEMOCRAT
1996,REFORM PARTY,159861,OTHER
1996,U.S. TAXPAYERS PARTY,13687,OTHER
1996,LIBERTARIAN,9174,OTHER
1996,NATURAL LAW,4510,OTHER
1996,DEMOCRAT,1123323,DEMOCRAT
1996,REPUBLICAN,840712,REPUBLICAN
1996,REFORM PARTY,201003,OTHER
1996,INDEPENDENT,62696,OTHER
1996,LIBERTARIAN,12522,OTHER
1996,NATURAL LAW,6076,OTHER
1996,U.S. TAXPAYERS PARTY,4578,OTHER
1996,WORKERS WORLD,2189,OTHER
1996,SOCIALIST WORKERS,738,OTHER
1996,DEMOCRAT,327812,DEMOCRAT
1996,REPUBLICAN,233946,REPUBLICAN
1996,REFORM PARTY,71639,OTHER
1996,LIBERTARIAN,3062,OTHER
1996,DEMOCRAT,1071971,DEMOCRAT
1996,REPUBLICAN,845029,REPUBLICAN
1996,REFORM PARTY,227339,OTHER
1996,INDEPENDENT,32766,OTHER
1996,U.S. TAXPAYERS PARTY,8811,OTHER
1996,LIBERTARIAN,7929,OTHER
1996,,2324,OTHER
1996,REPUBLICAN,105388,REPUBLICAN
1996,DEMOCRAT,77934,DEMOCRAT
1996,INDEPENDENT,25928,OTHER
1996,LIBERTARIAN,1739,OTHER
1996,NATURAL LAW,582,OTHER
2000,REPUBLICAN,941173,REPUBLICAN
2000,DEMOCRAT,692611,DEMOCRAT
2000,INDEPENDENT,25896,OTHER
2000,LIBERTARIAN,5893,OTHER
2000,,699,OTHER
2000,REPUBLICAN,167398,REPUBLICAN
2000,DEMOCRAT,79004,DEMOCRAT
2000,GREEN,28747,OTHER
2000,REFORM PARTY,5192,OTHER
2000,LIBERTARIAN,2636,OTHER
2000,,1068,OTHER
2000,NATURAL LAW,919,OTHER
2000,CONSTITUTION PARTY,596,OTHER
2000,REPUBLICAN,781652,REPUBLICAN
2000,DEMOCRAT,685341,DEMOCRAT
2000,GREEN,45645,OTHER
2000,REFORM PARTY,12373,OTHER
2000,LIBERTARIAN,5775,OTHER
2000,NATURAL LAW,1120,OTHER
2000,,110,OTHER
2000,REPUBLICAN,472940,REPUBLICAN
2000,DEMOCRAT,422768,DEMOCRAT
2000,GREEN,13421,OTHER
2000,REFORM PARTY,7358,OTHER
2000,LIBERTARIAN,2781,OTHER
2000,CONSTITUTION PARTY,1415,OTHER
2000,NATURAL LAW,1098,OTHER
2000,DEMOCRAT,5861203,DEMOCRAT
2000,REPUBLICAN,4567429,REPUBLICAN
2000,GREEN,418707,OTHER
2000,LIBERTARIAN,45520,OTHER
2000,REFORM PARTY,44987,OTHER
2000,AMERICAN INDEPENDENT PARTY,17042,OTHER
2000,NATURAL LAW,10934,OTHER
2000,REPUBLICAN,883748,REPUBLICAN
2000,DEMOCRAT,738227,DEMOCRAT
2000,GREEN,91434,OTHER
2000,LIBERTARIAN,12799,OTHER
2000,FREEDOM,10465,OTHER
2000,NATURAL LAW,2240,OTHER
2000,CONSTITUTION PARTY,1319,OTHER
2000,SOCIALIST,712,OTHER
2000,SOCIALIST WORKERS,216,OTHER
2000,PROHIBITION,208,OTHER
2000,DEMOCRAT,816015,DEMOCRAT
2000,REPUBLICAN,561094,REPUBLICAN
2000,GREEN,64452,OTHER
2000,CONCERNED CITIZENS,9695,OTHER
2000,REFORM PARTY,4731,OTHER
2000,LIBERTARIAN,3484,OTHER
2000,,54,OTHER
2000,DEMOCRAT,180068,DEMOCRAT
2000,REPUBLICAN,137288,REPUBLICAN
2000,GREEN,8307,OTHER
2000,REFORM PARTY,777,OTHER
2000,LIBERTARIAN,774,OTHER
2000,CONSTITUTION PARTY,208,OTHER
2000,NATURAL LAW,107,OTHER
2000,DEMOCRAT,171923,DEMOCRAT
2000,REPUBLICAN,18073,REPUBLICAN
2000,GREEN,10576,OTHER
2000,LIBERTARIAN,669,OTHER
2000,,539,OTHER
2000,SOCIALIST WORKERS,114,OTHER
2000,REPUBLICAN,2912790,REPUBLICAN
2000,DEMOCRAT,2912253,DEMOCRAT
2000,GREEN,97488,OTHER
2000,REFORM PARTY,17484,OTHER
2000,LIBERTARIAN,16415,OTHER
2000,NATURAL LAW,2281,OTHER
2000,WORKERS WORLD,1804,OTHER
2000,CONSTITUTION PARTY,1371,OTHER
2000,SOCIALIST,622,OTHER
2000,SOCIALIST WORKERS,562,OTHER
2000,,40,OTHER
2000,REPUBLICAN,1419720,REPUBLICAN
2000,DEMOCRAT,1116230,DEMOCRAT
2000,LIBERTARIAN,36332,OTHER
2000,INDEPENDENT,10926,OTHER
2000,DEMOCRAT,205286,DEMOCRAT
2000,REPUBLICAN,137845,REPUBLICAN
2000,GREEN,21623,OTHER
2000,LIBERTARIAN,1477,OTHER
2000,REFORM PARTY,1071,OTHER
2000,CONSTITUTION PARTY,343,OTHER
2000,NATURAL LAW,306,OTHER
2000,REPUBLICAN,336937,REPUBLICAN
2000,DEMOCRAT,138637,DEMOCRAT
2000,GREEN,12292,OTHER
2000,REFORM PARTY,7615,OTHER
2000,LIBERTARIAN,3488,OTHER
2000,CONSTITUTION PARTY,1469,OTHER
2000,NATURAL LAW,1177,OTHER
2000,DEMOCRAT,2589026,DEMOCRAT
2000,REPUBLICAN,2019421,REPUBLICAN
2000,GREEN,103759,OTHER
2000,INDEPENDENT,16106,OTHER
2000,LIBERTARIAN,11623,OTHER
2000,REFORM PARTY,2127,OTHER
2000,,46,OTHER
2000,REPUBLICAN,1245836,REPUBLICAN
2000,DEMOCRAT,901980,DEMOCRAT
2000,,18997,OTHER
2000,INDEPENDENT,16959,OTHER
2000,LIBERTARIAN,15530,OTHER
2000,DEMOCRAT,638517,DEMOCRAT
2000,REPUBLICAN,634373,REPUBLICAN
2000,INDEPENDENT,37459,OTHER
2000,GREEN,29374,OTHER
2000,REFORM PARTY,5731,OTHER
2000,LIBERTARIAN,3209,OTHER
2000,NOMINATED BY PETITION,2281,OTHER
2000,,1168,OTHER
2000,CONSTITUTION PARTY,613,OTHER
2000,SOCIALIST WORKERS,190,OTHER
2000,SOCIALIST,107,OTHER
2000,REPUBLICAN,622332,REPUBLICAN
2000,DEMOCRAT,399276,DEMOCRAT
2000,INDEPENDENT,37459,OTHER
2000,REFORM PARTY,7370,OTHER
2000,LIBERTARIAN,4525,OTHER
2000,CONSTITUTION PARTY,1254,OTHER
2000,REPUBLICAN,872520,REPUBLICAN
2000,DEMOCRAT,638923,DEMOCRAT
2000,GREEN,23118,OTHER
2000,REFORM PARTY,4152,OTHER
2000,LIBERTARIAN,2885,OTHER
2000,NATURAL LAW,1513,OTHER
2000,CONSTITUTION PARTY,915,OTHER
2000,,80,OTHER
2000,REPUBLICAN,927871,REPUBLICAN
2000,DEMOCRAT,792344,DEMOCRAT
2000,GREEN,20473,OTHER
2000,REFORM PARTY,14356,OTHER
2000,CONSTITUTION PARTY,5483,OTHER
2000,LIBERTARIAN,2951,OTHER
2000,SOCIALIST WORKERS,1103,OTHER
2000,NATURAL LAW,1075,OTHER
2000,DEMOCRAT,319951,DEMOCRAT
2000,REPUBLICAN,286616,REPUBLICAN
2000,GREEN,37127,OTHER
2000,REFORM PARTY,4443,OTHER
2000,LIBERTARIAN,3074,OTHER
2000,CONSTITUTION PARTY,579,OTHER
2000,,27,OTHER
2000,DEMOCRAT,1144008,DEMOCRAT
2000,REPUBLICAN,813827,REPUBLICAN
2000,GREEN,53768,OTHER
2000,LIBERTARIAN,5310,OTHER
2000,REFORM PARTY,4248,OTHER
2000,,1656,OTHER
2000,,1477,OTHER
2000,CONSTITUTION PARTY,918,OTHER
2000,DEMOCRAT,1616487,DEMOCRAT
2000,REPUBLICAN,878502,REPUBLICAN
2000,GREEN,173564,OTHER
2000,,31022,OTHER
2000,LIBERTARIAN,16366,OTHER
2000,REFORM PARTY,11149,OTHER
2000,,3990,OTHER
2000,UNENROLLED,2884,OTHER
2000,DEMOCRAT,2170418,DEMOCRAT
2000,REPUBLICAN,1953139,REPUBLICAN
2000,GREEN,84165,OTHER
2000,LIBERTARIAN,16711,OTHER
2000,U.S. TAXPAYERS PARTY,3791,OTHER
2000,NATURAL LAW,2426,OTHER
2000,,1851,OTHER
2000,DEMOCRATIC-FARMER-LABOR,1168266,DEMOCRAT
2000,REPUBLICAN,1109659,REPUBLICAN
2000,GREEN,126696,OTHER
2000,REFORM PARTY MINNESOTA,22166,OTHER
2000,LIBERTARIAN,5282,OTHER
2000,CONSTITUTION PARTY,3272,OTHER
2000,REFORM PARTY,2294,OTHER
2000,SOCIALIST WORKERS,1022,OTHER
2000,,28,OTHER
2000,REPUBLICAN,572844,REPUBLICAN
2000,DEMOCRAT,404614,DEMOCRAT
2000,INDEPENDENT,8735,OTHER
2000,CONSTITUTION PARTY,3267,OTHER
2000,REFORM PARTY,2265,OTHER
2000,LIBERTARIAN,2009,OTHER
2000,NATURAL LAW,450,OTHER
2000,REPUBLICAN,1189924,REPUBLICAN
2000,DEMOCRAT,1111138,DEMOCRAT
2000,GREEN,38515,OTHER
2000,REFORM PARTY,9818,OTHER
2000,LIBERTARIAN,7436,OTHER
2000,CONSTITUTION PARTY,1957,OTHER
2000,NATURAL LAW,1104,OTHER
2000,REPUBLICAN,240178,REPUBLICAN
2000,DEMOCRAT,137126,DEMOCRAT
2000,GREEN,24437,OTHER
2000,REFORM PARTY,5697,OTHER
2000,LIBERTARIAN,1718,OTHER
2000,CONSTITUTION PARTY,1155,OTHER
2000,NATURAL LAW,675,OTHER
2000,REPUBLICAN,433862,REPUBLICAN
2000,DEMOCRAT,231780,DEMOCRAT
2000,GREEN,24540,OTHER
2000,NOMINATED BY PETITION,4114,OTHER
2000,LIBERTARIAN,2245,OTHER
2000,NATURAL LAW,478,OTHER
2000,REPUBLICAN,301575,REPUBLICAN
2000,DEMOCRAT,279978,DEMOCRAT
2000,GREEN,15008,OTHER
2000,CITIZENS FIRST,4747,OTHER
2000,,3315,OTHER
2000,LIBERTARIAN,3311,OTHER
2000,INDEPENDENT AMERICAN,621,OTHER
2000,NATURAL LAW,415,OTHER
2000,,282,OTHER
2000,,174,OTHER
2000,REPUBLICAN,273559,REPUBLICAN
2000,DEMOCRAT,266348,DEMOCRAT
2000,GREEN,22198,OTHER
2000,LIBERTARIAN,2757,OTHER
2000,INDEPENDENCE,2615,OTHER
2000,,1276,OTHER
2000,CONSTITUTION PARTY,328,OTHER
2000,DEMOCRAT,1788850,DEMOCRAT
2000,REPUBLICAN,1284173,REPUBLICAN
2000,INDEPENDENT,114203,OTHER
2000,DEMOCRAT,286783,DEMOCRAT
2000,REPUBLICAN,286417,REPUBLICAN
2000,GREEN,21251,OTHER
2000,LIBERTARIAN,2058,OTHER
2000,REFORM PARTY,1392,OTHER
2000,NATURAL LAW,361,OTHER
2000,CONSTITUTION PARTY,343,OTHER
2000,DEMOCRAT,3942215,DEMOCRAT
2000,REPUBLICAN,2258577,REPUBLICAN
2000,GREEN,244030,OTHER
2000,CONSERVATIVE,144797,OTHER
2000,,138216,OTHER
2000,WORKING FAMILIES,88395,OTHER
2000,LIBERAL PARTY,77087,OTHER
2000,RIGHT-TO-LIFE,25175,OTHER
2000,INDEPENDENCE,24361,OTHER
2000,LIBERTARIAN,7649,OTHER
2000,REFORM PARTY,6424,OTHER
2000,SOCIALIST WORKERS,1789,OTHER
2000,CONSTITUTION PARTY,1498,OTHER
2000,SOCIALIST,2,OTHER
2000,REPUBLICAN,1631163,REPUBLICAN
2000,DEMOCRAT,1257692,DEMOCRAT
2000,LIBERTARIAN,13891,OTHER
2000,REFORM PARTY,8874,OTHER
2000,SOCIALIST,3370,OTHER
2000,REPUBLICAN,174852,REPUBLICAN
2000,DEMOCRAT,95284,DEMOCRAT
2000,INDEPENDENT,10459,OTHER
2000,REFORM PARTY,7288,OTHER
2000,CONSTITUTION PARTY,373,OTHER
2000,REPUBLICAN,2350363,REPUBLICAN
2000,DEMOCRAT,2183628,DEMOCRAT
2000,,148353,OTHER
2000,LIBERTARIAN,13473,OTHER
2000,NATURAL LAW,6181,OTHER
2000,REPUBLICAN,744337,REPUBLICAN
2000,DEMOCRAT,474276,DEMOCRAT
2000,REFORM PARTY,9014,OTHER
2000,LIBERTARIAN,6602,OTHER
2000,DEMOCRAT,720342,DEMOCRAT
2000,REPUBLICAN,713577,REPUBLICAN
2000,GREEN,77357,OTHER
2000,LIBERTARIAN,7447,OTHER
2000,INDEPENDENT,7063,OTHER
2000,,3401,OTHER
2000,REFORM PARTY,2574,OTHER
2000,CONSTITUTION PARTY,2189,OTHER
2000,DEMOCRAT,2485967,DEMOCRAT
2000,REPUBLICAN,2281127,REPUBLICAN
2000,GREEN,103392,OTHER
2000,REFORM PARTY,16023,OTHER
2000,CONSTITUTION PARTY,14428,OTHER
2000,LIBERTARIAN,11248,OTHER
2000,DEMOCRAT,249508,DEMOCRAT
2000,REPUBLICAN,130555,REPUBLICAN
2000,GREEN,25052,OTHER
2000,REFORM PARTY,2273,OTHER
2000,LIBERTARIAN,742,OTHER
2000,,329,OTHER
2000,NATURAL LAW,271,OTHER
2000,WORKERS WORLD,199,OTHER
2000,CONSTITUTION PARTY,97,OTHER
2000,SOCIALIST,52,OTHER
2000,SOCIALIST WORKERS,34,OTHER
2000,REPUBLICAN,786892,REPUBLICAN
2000,DEMOCRAT,566037,DEMOCRAT
2000,UNITED CITIZENS,20279,OTHER
2000,LIBERTARIAN,4760,OTHER
2000,REFORM PARTY,3309,OTHER
2000,CONSTITUTION PARTY,1682,OTHER
2000,NATURAL LAW,943,OTHER
2000,REPUBLICAN,190700,REPUBLICAN
2000,DEMOCRAT,118804,DEMOCRAT
2000,REFORM PARTY,3322,OTHER
2000,INDEPENDENT,1781,OTHER
2000,LIBERTARIAN,1662,OTHER
2000,REPUBLICAN,1061949,REPUBLICAN
2000,DEMOCRAT,981720,DEMOCRAT
2000,INDEPENDENT,32084,OTHER
2000,,428,OTHER
2000,REPUBLICAN,3799639,REPUBLICAN
2000,DEMOCRAT,2433746,DEMOCRAT
2000,GREEN,137994,OTHER
2000,LIBERTARIAN,23160,OTHER
2000,INDEPENDENT,12394,OTHER
2000,,704,OTHER
2000,REPUBLICAN,515096,REPUBLICAN
2000,DEMOCRAT,203053,DEMOCRAT
2000,GREEN,35850,OTHER
2000,REFORM PARTY,9319,OTHER
2000,LIBERTARIAN,3616,OTHER
2000,INDEPENDENT AMERICAN,2709,OTHER
2000,NATURAL LAW,763,OTHER
2000,SOCIALIST WORKERS,186,OTHER
2000,NO PARTY AFFILIATION,161,OTHER
2000,,1,OTHER
2000,DEMOCRAT,149022,DEMOCRAT
2000,REPUBLICAN,119775,REPUBLICAN
2000,PROGRESSIVE/GREEN,20374,OTHER
2000,REFORM PARTY,2192,OTHER
2000,VERMONT GRASSROOTS,1044,OTHER
2000,LIBERTARIAN,784,OTHER
2000,,514,OTHER
2000,NATURAL LAW,219,OTHER
2000,LIBERTY UNION PARTY,161,OTHER
2000,CONSTITUTION PARTY,153,OTHER
2000,SOCIALIST WORKERS,70,OTHER
2000,REPUBLICAN,1437490,REPUBLICAN
2000,DEMOCRAT,1217290,DEMOCRAT
2000,GREEN,59398,OTHER
2000,LIBERTARIAN,15198,OTHER
2000,REFORM PARTY,5455,OTHER
2000,,2807,OTHER
2000,CONSERVATIVE,1809,OTHER
2000,DEMOCRAT,1247652,DEMOCRAT
2000,REPUBLICAN,1108864,REPUBLICAN
2000,GREEN,103002,OTHER
2000,LIBERTARIAN,13135,OTHER
2000,FREEDOM,7171,OTHER
2000,NATURAL LAW,2927,OTHER
2000,CONSTITUTION PARTY,1989,OTHER
2000,WORKERS WORLD,1729,OTHER
2000,SOCIALIST,660,OTHER
2000,SOCIALIST WORKERS,304,OTHER
2000,REPUBLICAN,336475,REPUBLICAN
2000,DEMOCRAT,295497,DEMOCRAT
2000,GREEN,10680,OTHER
2000,REFORM PARTY,3169,OTHER
2000,LIBERTARIAN,1912,OTHER
2000,NATURAL LAW,367,OTHER
2000,,24,OTHER
2000,DEMOCRAT,1242987,DEMOCRAT
2000,REPUBLICAN,1237279,REPUBLICAN
2000,GREEN,94070,OTHER
2000,INDEPENDENT,13693,OTHER
2000,LIBERTARIAN,6640,OTHER
2000,CONSTITUTION PARTY,2042,OTHER
2000,,1896,OTHER
2000,REPUBLICAN,147947,REPUBLICAN
2000,DEMOCRAT,60481,DEMOCRAT
2000,REFORM PARTY,2724,OTHER
2000,LIBERTARIAN,1443,OTHER
2000,INDEPENDENT,720,OTHER
2000,NATURAL LAW,411,OTHER
2004,REPUBLICAN,1176394,REPUBLICAN
2004,DEMOCRAT,693933,DEMOCRAT
2004,INDEPENDENT,12190,OTHER
2004,,898,OTHER
2004,REPUBLICAN,190889,REPUBLICAN
2004,DEMOCRAT,111025,DEMOCRAT
2004,POPULIST,5069,OTHER
2004,ALASKAN INDEPENDENCE PARTY,2092,OTHER
2004,LIBERTARIAN,1675,OTHER
2004,GREEN,1058,OTHER
2004,,790,OTHER
2004,REPUBLICAN,1104294,REPUBLICAN
2004,DEMOCRAT,893524,DEMOCRAT
2004,LIBERTARIAN,11856,OTHER
2004,,2911,OTHER
2004,REPUBLICAN,572898,REPUBLICAN
2004,DEMOCRAT,469953,DEMOCRAT
2004,POPULIST,6171,OTHER
2004,LIBERTARIAN,2352,OTHER
2004,CONSTITUTION PARTY,2083,OTHER
2004,GREEN,1488,OTHER
2004,DEMOCRAT,6745485,DEMOCRAT
2004,REPUBLICAN,5509826,REPUBLICAN
2004,LIBERTARIAN,50165,OTHER
2004,GREEN,40771,OTHER
2004,PEACE & FREEDOM,27607,OTHER
2004,AMERICAN INDEPENDENT PARTY,26645,OTHER
2004,,20854,OTHER
2004,REPUBLICAN,1101255,REPUBLICAN
2004,DEMOCRAT,1001732,DEMOCRAT
2004,REFORM PARTY,12718,OTHER
2004,LIBERTARIAN,7664,OTHER
2004,AMERICAN CONSTITUTION PARTY,2562,OTHER
2004,GREEN,1591,OTHER
2004,UNAFFILIATED,804,OTHER
2004,CONCERNS OF PEOPLE,378,OTHER
2004,SOCIALIST EQUALITY PARTY,329,OTHER
2004,SOCIALIST WORKERS,241,OTHER
2004,SOCIALIST,216,OTHER
2004,PROHIBITION,140,OTHER
2004,DEMOCRAT,857488,DEMOCRAT
2004,REPUBLICAN,693826,REPUBLICAN
2004,PETITIONING CANDIDATE,12969,OTHER
2004,GREEN,9564,OTHER
2004,LIBERTARIAN,3367,OTHER
2004,CONCERNED CITIZENS,1543,OTHER
2004,SOCIALIST WORKERS,12,OTHER
2004,DEMOCRAT,200152,DEMOCRAT
2004,REPUBLICAN,171660,REPUBLICAN
2004,INDEPENDENT,2153,OTHER
2004,LIBERTARIAN,586,OTHER
2004,CONSTITUTION PARTY,289,OTHER
2004,GREEN,250,OTHER
2004,NATURAL LAW,100,OTHER
2004,DEMOCRAT,202970,DEMOCRAT
2004,REPUBLICAN,21256,REPUBLICAN
2004,INDEPENDENT,1485,OTHER
2004,D.C. STATEHOOD GREEN,737,OTHER
2004,,506,OTHER
2004,LIBERTARIAN,502,OTHER
2004,SOCIALIST WORKERS,130,OTHER
2004,REPUBLICAN,3964522,REPUBLICAN
2004,DEMOCRAT,3583544,DEMOCRAT
2004,REFORM PARTY,32971,OTHER
2004,LIBERTARIAN,11996,OTHER
2004,CONSTITUTION PARTY OF FLORIDA,6626,OTHER
2004,GREEN,3917,OTHER
2004,SOCIALIST PARTY OF FLORIDA,3502,OTHER
2004,SOCIALIST WORKERS,2732,OTHER
2004,REPUBLICAN,1914254,REPUBLICAN
2004,DEMOCRAT,1366149,DEMOCRAT
2004,LIBERTARIAN,18387,OTHER
2004,,3085,OTHER
2004,DEMOCRAT,231708,DEMOCRAT
2004,REPUBLICAN,194191,REPUBLICAN
2004,GREEN,1737,OTHER
2004,LIBERTARIAN,1377,OTHER
2004,REPUBLICAN,409235,REPUBLICAN
2004,DEMOCRAT,181098,DEMOCRAT
2004,LIBERTARIAN,3844,OTHER
2004,CONSTITUTION PARTY,3084,OTHER
2004,INDEPENDENT,1115,OTHER
2004,DEMOCRAT,2891550,DEMOCRAT
2004,REPUBLICAN,2345946,REPUBLICAN
2004,LIBERTARIAN,32442,OTHER
2004,,4384,OTHER
2004,REPUBLICAN,1479438,REPUBLICAN
2004,DEMOCRAT,969011,DEMOCRAT
2004,LIBERTARIAN,18058,OTHER
2004,,1495,OTHER
2004,REPUBLICAN,751957,REPUBLICAN
2004,DEMOCRAT,741898,DEMOCRAT
2004,,6149,OTHER
2004,LIBERTARIAN,2992,OTHER
2004,CONSTITUTION PARTY,1304,OTHER
2004,GREEN,1141,OTHER
2004,,1094,OTHER
2004,SOCIALIST WORKERS,373,OTHER
2004,REPUBLICAN,736456,REPUBLICAN
2004,DEMOCRAT,434993,DEMOCRAT
2004,REFORM PARTY,9348,OTHER
2004,LIBERTARIAN,4013,OTHER
2004,INDEPENDENT,2899,OTHER
2004,,47,OTHER
2004,REPUBLICAN,1069439,REPUBLICAN
2004,DEMOCRAT,712733,DEMOCRAT
2004,INDEPENDENT,8856,OTHER
2004,LIBERTARIAN,2619,OTHER
2004,CONSTITUTION PARTY,2213,OTHER
2004,,22,OTHER
2004,REPUBLICAN,1102169,REPUBLICAN
2004,DEMOCRAT,820299,DEMOCRAT
2004,INDEPENDENT,7032,OTHER
2004,CONSTITUTION PARTY,5203,OTHER
2004,LIBERTARIAN,2781,OTHER
2004,PROTECTING WORKING FAMILIES,1795,OTHER
2004,PROHIBITION,1566,OTHER
2004,GREEN,1276,OTHER
2004,SOCIALIST,985,OTHER
2004,DEMOCRAT,396842,DEMOCRAT
2004,REPUBLICAN,330201,REPUBLICAN
2004,INDEPENDENT,8069,OTHER
2004,GREEN,2936,OTHER
2004,LIBERTARIAN,1965,OTHER
2004,CONSTITUTION PARTY,735,OTHER
2004,,4,OTHER
2004,DEMOCRAT,1334493,DEMOCRAT
2004,REPUBLICAN,1024703,REPUBLICAN
2004,POPULIST,11854,OTHER
2004,LIBERTARIAN,6094,OTHER
2004,GREEN,3632,OTHER
2004,CONSTITUTION PARTY,3421,OTHER
2004,UNAFFILIATED,34,OTHER
2004,DEMOCRAT,7,DEMOCRAT
2004,DEMOCRAT,1803800,DEMOCRAT
2004,REPUBLICAN,1071109,REPUBLICAN
2004,,15067,OTHER
2004,LIBERTARIAN,15022,OTHER
2004,GREEN-RAINBOW,10623,OTHER
2004,,7028,OTHER
2004,INDEPENDENT,4806,OTHER
2004,DEMOCRAT,2479183,DEMOCRAT
2004,REPUBLICAN,2313746,REPUBLICAN
2004,NO PARTY AFFILIATION,24035,OTHER
2004,LIBERTARIAN,10552,OTHER
2004,GREEN,5325,OTHER
2004,U.S. TAXPAYERS PARTY,4980,OTHER
2004,NATURAL LAW,1431,OTHER
2004,DEMOCRATIC-FARMER-LABOR,1445014,DEMOCRAT
2004,REPUBLICAN,1346695,REPUBLICAN
2004,BETTER LIFE,18683,OTHER
2004,LIBERTARIAN,4639,OTHER
2004,GREEN,4408,OTHER
2004,CONSTITUTION PARTY,3074,OTHER
2004,,2532,OTHER
2004,CHRISTIAN FREEDOM PARTY,2387,OTHER
2004,SOCIALIST EQUALITY PARTY,539,OTHER
2004,SOCIALIST WORKERS,416,OTHER
2004,REPUBLICAN,672660,REPUBLICAN
2004,DEMOCRAT,457766,DEMOCRAT
2004,REFORM PARTY,3175,OTHER
2004,LIBERTARIAN,1793,OTHER
2004,CONSTITUTION PARTY,1758,OTHER
2004,INDEPENDENT,1599,OTHER
2004,GREEN,1073,OTHER
2004,REPUBLICAN,1455713,REPUBLICAN
2004,DEMOCRAT,1259171,DEMOCRAT
2004,LIBERTARIAN,9831,OTHER
2004,CONSTITUTION PARTY,5355,OTHER
2004,INDEPENDENT,1294,OTHER
2004,REPUBLICAN,266063,REPUBLICAN
2004,DEMOCRAT,173710,DEMOCRAT
2004,INDEPENDENT,6168,OTHER
2004,CONSTITUTION PARTY,1764,OTHER
2004,LIBERTARIAN,1733,OTHER
2004,GREEN,996,OTHER
2004,REPUBLICAN,512814,REPUBLICAN
2004,DEMOCRAT,254328,DEMOCRAT
2004,REFORM PARTY,5780,OTHER
2004,LIBERTARIAN,2041,OTHER
2004,NEBRASKA PARTY,1314,OTHER
2004,GREEN,978,OTHER
2004,,931,OTHER
2004,REPUBLICAN,418690,REPUBLICAN
2004,DEMOCRAT,397190,DEMOCRAT
2004,INDEPENDENT,4838,OTHER
2004,,3688,OTHER
2004,LIBERTARIAN,3176,OTHER
2004,INDEPENDENT AMERICAN,1152,OTHER
2004,GREEN,853,OTHER
2004,DEMOCRAT,340511,DEMOCRAT
2004,REPUBLICAN,331237,REPUBLICAN
2004,INDEPENDENT,4479,OTHER
2004,,1095,OTHER
2004,,965,OTHER
2004,DEMOCRAT,1911430,DEMOCRAT
2004,REPUBLICAN,1670003,REPUBLICAN
2004,INDEPENDENT,30258,OTHER
2004,REPUBLICAN,376930,REPUBLICAN
2004,DEMOCRAT,370942,DEMOCRAT
2004,INDEPENDENT,4053,OTHER
2004,LIBERTARIAN,2382,OTHER
2004,GREEN,1226,OTHER
2004,CONSTITUTION PARTY,771,OTHER
