,address,categories,city,country,latitude,longitude,name,postalCode,province,websites
9735,7003 N Clark St,Fast Food,Chicago,US,42.009296,-87.67342,SUBWAY®,60626,IL,"http://subway.com/,http://www.subway.com"
9736,820 Castle Valley Blvd,Fast Food Restaurants,New Castle,US,39.569305,-107.51341,Subway,81647,CO,"http://www.subway.com,http://subway.com"
9737,8650 Washington St,Fast Food,Denver,US,39.853566,-104.977905,Subway,80229,CO,"http://www.subway.com,http://subway.com/"
9738,7327 E Colfax Ave,Fast Food Restaurants,Denver,US,39.740481,-104.902546,Subway,80220,CO,"http://www.subway.com,http://subway.com/,http://subway.com"
9739,7327 E Colfax Ave,Fast Food,Denver,US,39.740481,-104.902546,Subway,80220,CO,"http://www.subway.com,http://subway.com/,http://subway.com"
9740,722 Horizon Dr,Fast Food Restaurants,Grand Junction,US,39.096664,-108.559626,Subway,81506,CO,"http://www.subway.com,http://subway.com"
9741,125 W Mcneese St,Sandwich Place and Fast Food Restaurant,Lake Charles,US,30.176168,-93.218956,Subway,70605,LA,http://subway.com
9742,4970 Spring Mountain Rd,Fast Food,Las Vegas,US,36.126597,-115.20891,Jack in the Box,89146,NV,http://www.jackinthebox.com
9743,6451 Boulder Hwy,Fast Food,Las Vegas,US,36.084729,-115.031792,Jack in the Box,89122,NV,"http://www.jackinthebox.com,http://jackinthebox.com/,https://www.jackinthebox.com/locations/7244"
9744,7510 W Lake Mead Blvd,Fast Food Restaurant,Las Vegas,US,36.196471,-115.258317,Jack in the Box,89128,NV,http://www.jackinthebox.com
9745,780 E Flamingo Rd,Fast Food,Las Vegas,US,36.114772,-115.146011,Jack in the Box,89119,NV,"http://www.jackinthebox.com,http://jackinthebox.com/"
9746,800 N Decatur Blvd,Fast Food Restaurant,Las Vegas,US,36.179731,-115.205605,Jack in the Box,89107,NV,http://www.jackinthebox.com
9747,4385 Las Vegas Blvd N,Fast Food,Las Vegas,US,36.240243,-115.056541,Jack in the Box,89115,NV,"http://www.jackinthebox.com,http://www.jackinthebox.com/,https://www.jackinthebox.com/locations/7209"
9748,2301 S Decatur Blvd,Fast Food,Las Vegas,US,36.146689,-115.208183,Jack in the Box,89102,NV,http://www.jackinthebox.com
9749,3250 N Durango Dr,Fast Food Restaurant,Las Vegas,US,36.220029,-115.27867,Jack in the Box,89129,NV,http://www.jackinthebox.com
9750,5721 Lincoln Ave,Fast Food,Cypress,US,33.832371,-118.03315,Poki Roll,90630,CA,https://www.facebook.com/Poki-Roll-621820157955750/
9751,3101 Pga Blvd,Fast Food Restaurant,Palm Beach Gardens,US,26.845037,-80.083009,Chick-fil-A,33410,FL,http://www.chick-fil-a.com/thegardens
9752,7415 S Orange Blossom Trl,Fast Food Restaurant,Orlando,US,28.457947,-81.398656,Chick-fil-A,32809,FL,http://chick-fil-a.com/
9753,10 W Indian River Blvd,Fast Food Restaurants,Edgewater,US,28.97232,-80.896092,Chick-fil-A,32141,FL,http://www.chick-fil-a.com
9754,5020 Bayou Blvd,Fast Food Restaurant,Pensacola,US,30.472488,-87.210132,Chick-fil-A,32503,FL,"http://www.chick-fil-a.com/bayouboulevard,http://chick-fil-a.com/,http://chick-fil-a.com/bayouboulevard"
9755,3050 E Semoran Blvd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Apopka,US,28.67036,-81.45337,Chick-fil-A,32703,FL,http://www.chick-fil-a.com/huntclub
9756,1757 E Nine Mile Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place North Central Pensacola",Pensacola,US,30.532173,-87.224751,Chick-fil-A,32514,FL,"http://www.chick-fil-a.com/ninemileroad,http://www.chick-fil-a.com/,http://www.chick-fil-a.com,http://chick-fil-a.com/ninemileroad"
9757,7333 W Sand Lake Rd,Fast Food Restaurants,Orlando,US,28.450074,-81.479244,Chick-fil-A,32819,FL,"http://www.chick-fil-a.com/sandlakeroad,http://chick-fil-a.com/,http://chick-fil-a.com/sandlakeroad"
9758,4752 S Kirkman Rd,Fast Food Restaurants,Orlando,US,28.492914,-81.459085,Chick-fil-A,32811,FL,"http://www.chick-fil-a.com/kirkmanandconroyroad,http://chick-fil-a.com/,https://www.chick-fil-a.com/Locations/FL/Kirkman-and-Conroy-Road,http://chick-fil-a.com/kirkmanandconroyroad"
9759,3558 SW College Rd,Fast Food Restaurants,Ocala,US,29.155203,-82.180031,Chick-fil-A,34474,FL,http://www.chick-fil-a.com
9760,9398 Atlantic Blvd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Jacksonville,US,30.318067,-81.555262,Chick-fil-A,32225,FL,"http://www.chick-fil-a.com/regencypark,http://chick-fil-a.com/regencypark"
9761,6050 W Irlo Bronson Memorial Hwy,Fast Food Restaurant,Kissimmee,US,28.332715,-81.524414,Chick-fil-A,34747,FL,http://www.chick-fil-a.com/celebration
9762,9501 Arlington Expy,Fast Food Restaurants,Jacksonville,US,30.32169,-81.5501,Chick-fil-A,32225,FL,http://www.chick-fil-a.com
9763,7891 W Irlo Bronson Memorial Hwy,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Kissimmee,US,28.345199,-81.601894,Chick-fil-A,34747,FL,"http://www.chick-fil-a.com/osceolawesthwy192,http://chickfila.com/,http://chick-fil-a.com/osceolawesthwy192"
9764,4461 Southside Blvd,Fast Food Restaurants,Jacksonville,US,30.26395,-81.556777,Chick-fil-A,32216,FL,"http://www.chick-fil-a.com/deerwoodpark,http://chick-fil-a.com/deerwoodpark"
9765,4461 Southside Blvd,Fast Food Restaurant,Jacksonville,US,30.26395,-81.556777,Chick-fil-A,32216,FL,"http://www.chick-fil-a.com/deerwoodpark,http://chick-fil-a.com/deerwoodpark"
9766,15801 N Dale Mabry Hwy,Fast Food Restaurant,Tampa,US,28.095845,-82.501425,Chick-fil-A,33618,FL,"http://www.chick-fil-a.com/northdalemabry,http://chick-fil-a.com/northdalemabry"
9767,10300 Southside Blvd,Fast Food Restaurants,Jacksonville,US,30.185734,-81.551825,Chick-fil-A,32256,FL,http://www.chick-fil-a.com/avenues
9768,13610 S Tamiami Trl,Fast Food Restaurant,Fort Myers,US,26.544799,-81.872195,Chick-fil-A,33912,FL,http://www.chick-fil-a.com/cypresslake
9769,6000 Glades Rd,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Boca Raton,US,26.368595,-80.137186,Chick-fil-A,33431,FL,http://www.chick-fil-a.com/towncenteratbocaraton
9770,310 Six Forks Rd,Fast Food Restaurant,Raleigh,US,35.82040078,-78.62676397,Burger King,27609,NC,http://www.bk.com
9771,140 Steele St,Fast Food,Denver,US,39.71852,-104.94982,Chipotle Mexican Grill,80206,CO,"http://www.chipotle.com,http://www.chipotle.com/"
9772,8667 S Quebec St,Fast Food Restaurant,Littleton,US,39.56008,-104.90544,McDonalds,80130,CO,"http://mcdonalds.com,http://www.mcdonalds.com/"
9773,4302 E Chandler Blvd,Fast Food Restaurant,Phoenix,US,33.305767,-111.9907,SONIC Drive In,85048,AZ,"https://locations.sonicdrivein.com/az/phoenix/4302-e--chandler-blvd-.html,http://sonicdrivein.com,http://www.sonicdrivein.com/"
9774,3209 Hillsborough St,Fast Food Restaurants,Raleigh,US,35.79046,-78.67979,Sub Conscious,27607,NC,"http://subconscious-subs.com,http://subconsciousnc.com/contact.html"
9775,10750 W Lower Buckeye Rd,"Fast Food Restaurant, American Restaurant, and Hot Dog Joint",Avondale,US,33.42145,-112.291575,Sonic Drive-In,85323,AZ,"https://locations.sonicdrivein.com/az/avondale/10750-w--lower-buckeye-road.html,http://www.sonicdrivein.com/,http://sonicdrivein.com"
9776,9402 Falls of Neuse Rd #103,Fast Food Restaurant,Raleigh,US,35.901905,-78.603485,Bad Daddy's Burger Bar,27615,NC,https://baddaddysburgerbar.com
9777,8877 N 107th Ave,Fast Food Restaurants,Peoria,US,33.564862,-112.289651,SUBWAY,85345,AZ,"http://www.subway.com,http://subway.com/"
9778,5127 N 99th Ave,"Fast Food Restaurant, Burger Joint, and Ice Cream Shop",Glendale,US,33.50946163,-112.2719612,Culver's,85305,AZ,"http://www.culvers.com/restaurants/glendale-az,http://culvers.com/restaurants/glendale-az"
9779,300 S Broadway,Fast Food,Denver,US,39.710964,-104.98759,McDonald's,80209,CO,"http://mcdonalds.com,http://mcdonalds.com/"
9780,3623 W Anthem Way,Fast Food Restaurants,Phoenix,US,33.86551,-112.13743,McDonald's,85086,AZ,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com/"
9781,11658 E Colfax Ave,American Restaurant and Fast Food Restaurant,Aurora,US,39.73975669,-104.8525905,SONIC Drive In,80010,CO,"https://locations.sonicdrivein.com/co/aurora/11658-e--colfax-avenue.html,http://sonicdrivein.com"
9782,11658 E Colfax Ave,Fast Food Restaurant,Aurora,US,39.73975669,-104.8525905,SONIC Drive In,80010,CO,"https://locations.sonicdrivein.com/co/aurora/11658-e--colfax-avenue.html,http://sonicdrivein.com"
9783,2075 S University Blvd,Fast Food Restaurant,Denver,US,39.679142,-104.95989,Jimmy John's,80210,CO,http://www.jimmyjohns.com
9784,287 Armistice Blvd,Fast Food Restaurants,Pawtucket,US,41.88039,-71.36462,SUBWAY,2861,RI,http://www.subway.com
9785,2751 E Beltline Ave SE,Fast Food Restaurants,Grand Rapids,US,42.9133,-85.5835,Jimmy John's,49546,MI,http://www.jimmyjohns.com
9786,13933 N Litchfield Rd,Fast Food Restaurant,Surprise,US,33.6092647,-112.3591104,McDonald's,85379,AZ,"http://mcdonalds.com,http://www.mcdonalds.com/"
9787,2715 E Tudor Rd,Fast Food Restaurants,Anchorage,US,61.15354,-149.82892,Subway,99507,AK,"http://local.subway.com/FWPCons/frmSiteMainPage.aspx?CC=USA&LC=ENG&SS=19135-0,http://www.subway.com"
9788,891 Freeport Rd,Fast Food Restaurant,Pittsburgh,US,40.4995,-79.8529,Wendy's,15238,PA,http://www.wendys.com
9789,9001 Jewel Lake Rd Ste 12,Fast Food Restaurant,Anchorage,US,61.1383,-149.9504,Taco Bell,99502,AK,"http://www.tacobell.com,https://locations.tacobell.com/ak/anchorage/9001-jewel-lake-rd.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=018131&utm_content=website"
9790,300 S Craig St,Fast Food Restaurants,Pittsburgh,US,40.44557,-79.94915,Quiznos,15213,PA,"http://restaurants.quiznos.com/pa/pittsburgh/carnegiemellonuniversity-15213,http://quiznos.com"
9791,5427 Oxford Ave,Fast Food,Philadelphia,US,40.03096,-75.08434,Checkers,19124,PA,"https://locations.checkers.com/pa/philadelphia/5427-oxford-avenue,http://www.checkers.com,https://www.checkers.com,http://checkers.com/"
9792,5427 Oxford Ave,Fast Food Restaurants,Philadelphia,US,40.03096,-75.08434,Checkers,19124,PA,"https://locations.checkers.com/pa/philadelphia/5427-oxford-avenue,http://www.checkers.com,https://www.checkers.com,http://checkers.com/"
9793,3355 Harwood Rd,Fast Food Restaurant,Bedford,US,32.851979,-97.112705,Jack in the Box,76021,TX,http://www.jackinthebox.com
9794,2100 Central Park Blvd,Fast Food Restaurant,Bedford,US,32.83380092,-97.13296952,McDonald's,76022,TX,http://mcdonalds.com
9795,1200 SW Green Oaks Blvd,Fast Food Restaurant,Arlington,US,32.6592,-97.1333,Popeyes Chicken & Biscuits,76017,TX,"http://popeyes.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJI6-Qs9LRMMvxAT9_wX8PUNdYFhohzMygDiNHVgcnXtNqwOekqV0z02WHZTo04wNyjF4VmwxXLPHtg7fiHYtr6fO_S-87biywdDIQxiCQxFHDDVsvN4GYPDGm_-2WdfhpCR5w-4NpUkYVGJBXLM9TzclWHKX5VkWCbuSyP4WSXlfQmx8cq_1ca7ICu9PyXjqDG1CK1ROdlfZrlMG9Qs_FcYFQAJ_RmZwq0zwjWPeUE9oLdxJYic77Ygn8Qpma-YWW9NMIBFW3tVLa0NSLQ15ra-maBdDLkasPqpmdefTKplKB519sDmFpJ-nPqYKSvEA5E78yWAv4NmFv64uwaqNVa5reOMOY2dAL&placement=listing_profile&cs_user=unknown&cs_session=0a2b126129221f0a203cb5d6a9fc020a9d89af40"
9796,820 Oak Rd,"American Restaurant, Burger Joint, and Fast Food Restaurant",Lawrenceville,US,33.88951,-84.06161,SONIC Drive In,30044,GA,"https://locations.sonicdrivein.com/ga/lawrenceville/820-oak-road.html,http://sonicdrivein.com"
9797,3040 Five Forks Trickum Rd,"Fast Food Restaurant, American Restaurant, and Burger Joint",Lilburn,US,33.88565778,-84.06053838,Burger King,30047,GA,"http://www.bk.com,http://bk.com"
9798,8080 W Highway 98,Fast Food Restaurant,Pensacola,US,30.402876,-87.321262,Wendy's,32506,FL,"http://www.wendys.com,http://wendys.com/"
9799,2963 N Druid Hills Rd NE,Fast Food,Atlanta,US,33.8146,-84.3101,Chipotle Mexican Grill,30329,GA,http://www.chipotle.com
9800,1711 E Nine Mile Rd,Fast Food,Pensacola,US,30.53221,-87.22614,SUBWAY,32514,FL,"http://www.subway.com,http://subway.com/,http://subway.com"
9801,10457 Sorrento Rd,Fast Food Restaurant,Pensacola,US,30.358606,-87.362686,Waffle House,32507,FL,"https://locations.wafflehouse.com/fl-pensacola-1792,http://wafflehouse.com"
9802,6481 Eldorado Pkwy,Fast Food Restaurant,McKinney,US,33.17358,-96.70117,SONIC Drive In,75070,TX,"https://locations.sonicdrivein.com/tx/mckinney/6481-eldorado-parkway.html,http://sonicdrivein.com"
9803,5711 Columbia Pike,Fast Food Restaurants,Falls Church,US,38.8512,-77.1272,KFC,22041,VA,"http://www.kfc.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4sFFlpn54wro9QpqtnYtSzSwZrU3MvTWUEKhRqKsM5qe5IN99TQgIbEOMTMnlSn5UcbwOmYYn0HsCDMld2Lj1W4Aq_lFMtwemSkAdoVX88SoFHJYwyeffG1CYuJxXjnUb4U39Yoq6WhqVgh40wn813X5Q9rJ7MctHISV0FprV_gkd-NrdUSsbTRqRf2c7zg5QZx5n25jtBCS2BroSYBZ4-ykdMwe-nYT89vMUxXI4Ms1uRP62HnaFa4RaiUbo1B86olvYUv-sF8WdKWswSR6IL3Fqulj3bJy24EguaY6-pKj-Yce0EGiiCLfKdtl_fS-eO76FMxIbsV62tkZbesiO8baTxndtMqBm&placement=listing_profile.c&cs_user=unknown&cs_session=d01e2a0323a8f86c3a620d9a9d51df8d47a087a2"
9804,8377 Leesburg Pike,"Sandwich Place, Fast Food Restaurant, and Shopping Mall",Vienna,US,38.92174757,-77.23616795,Subway,22182,VA,http://subway.com
9805,8377 Leesburg Pike,Fast Food Restaurant,Vienna,US,38.92174757,-77.23616795,Subway,22182,VA,http://subway.com
9806,5129 Market St,Fast Food Restaurants,Philadelphia,US,39.96014,-75.2243,Checkers,19139,PA,"https://locations.checkers.com/pa/philadelphia/5129-market-street,https://www.checkers.com"
9807,2219 Colorado Blvd,"Burger Joint, Fast Food Restaurant, and American Restaurant",Denton,US,33.193975,-97.105924,SONIC Drive In,76205,TX,"https://locations.sonicdrivein.com/tx/denton/2219-colorado-blvd.html,http://sonicdrivein.com"
9808,527 Franklin Mills Cir,Fast Food,Philadelphia,US,40.08174,-74.9616,KFC,19154,PA,"http://www.kfc.com,http://www.kfc.com/,http://kfc.com"
9809,3359 Kensington Ave,Fast Food Restaurants,Philadelphia,US,39.99864,-75.10917,7-Eleven,19134,PA,"http://www.7-eleven.com,http://www.7-eleven.com/?yext=21048,http://7-eleven.com/?yext=21048"
9810,1739 E Divisadero St,Fast food restaurants,Fresno,US,36.74358,-119.78998,McDonald's,93701,CA,http://mcdonalds.com
9811,2900 Island Ave,Fast Food,Philadelphia,US,39.90384,-75.24059,Burger King,19153,PA,"http://www.bk.com,https://locations.bk.com/pa/philadelphia/2900-island-ave.html,http://www.burgerking.com/"
9812,5720 Baltimore Ave,Fast Food Restaurant and Burger Joint,Philadelphia,US,39.94566629,-75.23952836,Checkers,19143,PA,"https://locations.checkers.com/pa/philadelphia/5726-46-baltimore-avenue,http://www.checkers.com,http://checkers.com"
9813,5720 Baltimore Ave,Fast Food Restaurants,Philadelphia,US,39.94566629,-75.23952836,Checkers,19143,PA,"https://locations.checkers.com/pa/philadelphia/5726-46-baltimore-avenue,http://www.checkers.com,http://checkers.com"
9814,5700 Baltimore Ave,Fast Food Restaurant,Philadelphia,US,39.946,-75.2376,KFC,19143,PA,http://www.kfc.com
9815,2422 W Passyunk Ave,Fast Food Restaurant,Philadelphia,US,39.92207,-75.18748,Taco Bell,19145,PA,"http://www.tacobell.com,https://locations.tacobell.com/pa/philadelphia/2422-w-passyunk-avenue.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=K071099andutm_content=website"
9816,1551 Busse Rd,Fast Food Restaurant,Elk Grove Village,US,42.003548,-87.95951,Hardee's,60007,IL,http://www.hardees.com
9817,401 E Dundee Rd,Fast Food,Palatine,US,42.13888,-88.03339,Kosta's Gyros,60074,IL,"http://kostasgyros.com,http://www.kostasgyros.com"
9818,6310 Backlick Rd,Fast Food Restaurant,Springfield,US,38.7815,-77.1858,KFC,22150,VA,"http://www.kfc.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJa9jItXEN9sSJ4QKKOJ8dVtSd21O5rexAQ1PGR1bqmTHX7wyYQKfHOKIfWyRklm749LKd1nIu2r3mHU-akuoX2DkE--_hPD6-eNF5YdcWN8MiCURDlt2KxbKo4ABjwO7qk6orXv7KmzFhxVIHu_E9h59Xe20kUWhd3xIkrnLL6U-7u1BCFp_VhWcuOfQ8zupcWwXoSqen2PMJWuI_mrTcLFexGt1V8ejsDlPXUmplcE9GQuMUMWYNc_c74aRlal9BIv-4ihrFWfQGIc18060N_q1JoFp8ahqwnraPOWEW4G9UEUqhV9jqw-MIiovoJ0Csv49k8fKQG_VUWAF-9Dvmmw&placement=listing_profile&cs_user=unknown&cs_session=ca421487fc848f29a00b071b83da091d75018c1b"
9819,3604 Chestnut St,Fast Food Restaurants,Philadelphia,US,39.9546,-75.1946,Wawa,19104,PA,https://www.wawa.com
9820,4522 26th Ave S,Fast Food Restaurants,Fargo,US,46.83973,-96.86286,Taco John's,58104,ND,"http://locations.tacojohns.com/nd/fargo/4522-26th-avenue-south.html,http://tacojohns.com"
9821,700 Packard St,Fast Food Restaurants,Ann Arbor,US,42.270767,-83.740456,Bell's Pizza,48104,MI,http://www.annarborbellspizzami.com
9822,990 W Commercial Blvd,Fast Food Restaurant,Fort Lauderdale,US,26.188,-80.1563,KFC,33309,FL,http://www.kfc.com
9823,5556 N Federal Hwy,Fast Food Restaurants,Fort Lauderdale,US,26.19682,-80.11105,Burger King,33308,FL,"http://www.bk.com,https://locations.bk.com/fl/fort-lauderdale/5556-n-federal-hwy.html"
9824,4007 Barring Trce,Fast Food Restaurant,Peoria,US,40.77038,-89.6563,McDonald's,61615,IL,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
9825,3210 W Lincoln Ave,Fast Food,Anaheim,US,33.83192,-118.00305,McDonald's,92801,CA,"http://mcdonalds.com,http://www.mcdonalds.com/,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
9826,3210 W Lincoln Ave,Fast Food Restaurant,Anaheim,US,33.83192,-118.00305,McDonald's,92801,CA,"http://mcdonalds.com,http://www.mcdonalds.com/,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
9827,1100 S Hayes St,Fast Food Restaurants,Arlington,US,38.8648,-77.0598,Taco Bell,22202,VA,"http://www.tacobell.com,http://tacobell.com"
9828,212 Racine St,Fast Food Restaurant,Menasha,US,44.20438,-88.44674,McDonalds,54952,WI,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
9829,212 Racine St,Fast Food Restaurants,Menasha,US,44.20438,-88.44674,McDonalds,54952,WI,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
9830,1 W Valley Blvd,Fast Food,Alhambra,US,34.078777,-118.12322,The Hat,91801,CA,"http://www.thehat.com,http://www.thehat.com/,http://thehat.com"
9831,8161 La Palma Ave,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Buena Park,US,33.847126,-117.990845,Chick-fil-A,90620,CA,"http://www.chick-fil-a.com/buenapark,http://chick-fil-a.com/buenapark"
9832,2200 Lincoln Ave,Fast Food Restaurants,Altadena,US,34.183514,-118.15949,SUBWAY,91001,CA,"http://www.subway.com,http://subway.com/"
9833,2200 Lincoln Ave,Fast Food,Altadena,US,34.183514,-118.15949,SUBWAY,91001,CA,"http://www.subway.com,http://subway.com/"
9834,20105 Saticoy St,Fast Food Restaurant,Winnetka,US,34.20866583,-118.5718162,Carl's Jr / Green Burrito,91306,CA,http://www.carlsjr.com
9835,1050 S Beach Blvd,Fast Food Restaurant,La Habra,US,33.91913,-117.96767,KFC,90631,CA,"http://www.kfc.com,http://www.awrestaurants.com/"
9836,143 E Foothill Blvd,Fast Food Restaurant,Arcadia,US,34.151294,-118.026696,McDonald's,91006,CA,"http://mcdonalds.com,http://mcdonalds.com/"
9837,2919 Los Feliz Blvd,Fast Food,Los Angeles,US,34.126602,-118.263466,Panda Express,90039,CA,"http://www.pandaexpress.com,http://www.pandaexpress.com/"
9838,14321 Harrison St,Fast Food Restaurant,Omaha,US,41.19044114,-96.13809549,Don & Millie's,68138,NE,http://donandmillies.com
9839,4747 Shore Dr,Fast Food Restaurant and Burger Joint,Virginia Beach,US,36.90378,-76.13446,Wendy's,23455,VA,http://www.wendys.com
9840,4747 Shore Dr,Fast Food Restaurant,Virginia Beach,US,36.90378,-76.13446,Wendy's,23455,VA,http://www.wendys.com
9841,222 N Saddle Creek Rd,Fast Food Restaurants,Omaha,US,41.260628,-95.981092,QDOBA Mexican Eats,68131,NE,"https://locations.qdoba.com/us/ne/omaha/222-n-saddle-creek-rd.html,https://locations.qdoba.com/us/ne/omaha/222-n-saddle-creek-rd.html?utm_source=Listings,https://www.qdoba.com/?utm_source=Listings"
9842,2444 S 132nd St,Fast Food Restaurant,Omaha,US,41.23600901,-96.12010856,KFC,68144,NE,"http://www.kfc.com,http://kfc.com"
9843,14449 W Center Rd,Fast Food,Omaha,US,41.2334,-96.1406,McDonald's,68144,NE,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
9844,3734 MacArthur Blvd,Fast Food Restaurant,Oakland,US,37.792,-122.1987,KFC,94619,CA,http://www.kfc.com
9845,4303 N 72nd St,Fast Food Restaurant,Omaha,US,41.2977,-96.0237,PepperJax Grill,68134,NE,"https://pepperjaxgrill.com/locations-menus/military/,http://pepperjaxgrill.com"
9846,7601 N 30th St,Fast Food Restaurant,Omaha,US,41.32942106,-95.95815182,KFC,68112,NE,http://www.kfc.com
9847,2249 S Shore Ctr,Fast Food,Alameda,US,37.75601,-122.25125,Panera Bread,94501,CA,"http://locations.panerabread.com/ca/alameda/2249-south-shore-center.html,http://www.panerabread.com,http://locations.panerabread.com/ca/alameda/2249-south-shore-center.html?utm_medium=display-adandutm_source=paid-digitalandutm_campaign=yextandutm_content=local-search,https://www.panerabread.com/en-us/home.html?utm_source=yext&utm_medium=referral&utm_campaign=yext"
9848,2249 Upton Dr,Fast Food Restaurant,Virginia Beach,US,36.75496832,-76.00808324,Burger King,23454,VA,http://www.bk.com
9849,7300 Bancroft Avenue,Fast Food,Oakland,US,37.7682,-122.1742,McDonald's,94605,CA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
9850,3581 Holland Rd,Fast Food Restaurant,Virginia Beach,US,36.81232,-76.09725,SONIC Drive In,23452,VA,"https://locations.sonicdrivein.com/va/virginia-beach/3581-holland-road.html,http://sonicdrivein.com"
9851,208 Stanford Shopping Ctr,Fast Food Restaurant,Palo Alto,US,37.44265,-122.17035,McDonald's,94304,CA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
9852,777 Story Rd,Fast Food Restaurant,San Jose,US,37.32886,-121.85951,McDonald's,95122,CA,http://mcdonalds.com
9853,8175 S John Young Pkwy,Fast Food Restaurant,Orlando,US,28.446821,-81.42684,McDonald's,32819,FL,"http://mcdonalds.com,http://www.mcdonalds.com"
9854,5399 International Dr,"Fast Food Restaurant, Burger Joint, and American Restaurant",Orlando,US,28.46286,-81.45208,SONIC Drive-In,32819,FL,"http://sonicdrivein.com,https://locations.sonicdrivein.com/fl/orlando/5399-international-drive.html"
9855,3234 N John Young Pkwy,Fast Food,Kissimmee,US,28.345865,-81.41976,Ben & Jerry's,34741,FL,"http://www.benjerry.com/theloop,http://benjerry.com/theloop"
9856,575 Grand Ave,Fast Food,San Marcos,US,33.13705,-117.17634,Chipotle Mexican Grill,92078,CA,http://www.chipotle.com
9857,2503 N John Young Pkwy,Fast Food Restaurant,Orlando,US,28.57632,-81.41618,McDonald's,32804,FL,"http://www.mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
9858,5175 Conway Rd,Fast Food Restaurant,Orlando,US,28.4814,-81.33039,McDonald's,32812,FL,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
9859,101 Main St,Fast Food Restaurants,Vista,US,33.201202,-117.24279,SONIC Drive In,92084,CA,"https://locations.sonicdrivein.com/ca/vista/101-main-street.html,http://sonicdrivein.com,http://www.sonicdrivein.com/"
9860,534 US Hwy 27,Fast Food Restaurant and Burger Joint,Clermont,US,28.35423651,-81.67595211,Burger King,34714,FL,http://www.bk.com
9861,534 US Hwy 27,Fast Food Restaurant,Clermont,US,28.35423651,-81.67595211,Burger King,34714,FL,http://www.bk.com
9862,8120 W Irlo Bronson Memorial Hwy,Fast Food,Kissimmee,US,28.34636,-81.61073,Panera Bread,34747,FL,"https://locations.panerabread.com/fl/kissimmee/8120-w-irlo-bronson-memorial-highway.html,http://www.panerabread.com,http://locations.panerabread.com/fl/kissimmee/8120-w-irlo-bronson-memorial-highway.html?utm_medium=display-adandutm_source=paid-digitalandutm_campaign=yextandutm_content=local-search,https://www.panerabread.com/en-us/home.html?utm_source=yext&utm_medium=referral&utm_campaign=yext"
9863,2849 Clayton Crossing Way,Fast Food Restaurant,Oviedo,US,28.6191,-81.2606,McDonald's,32765,FL,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
