Entity,Code,Year,Average annual working hours per worker
Portugal,PRT,1953,2353.9834
Portugal,PRT,1954,2339.0269
Portugal,PRT,1955,2324.165
Portugal,PRT,1956,2309.3977
Portugal,PRT,1957,2294.7244
Portugal,PRT,1958,2280.1443
Portugal,PRT,1959,2265.6565
Portugal,PRT,1960,2251.261
Portugal,PRT,1961,2238.8623
Portugal,PRT,1962,2226.5317
Portugal,PRT,1963,2214.269
Portugal,PRT,1964,2202.074
Portugal,PRT,1965,2189.946
Portugal,PRT,1966,2177.885
Portugal,PRT,1967,2165.8904
Portugal,PRT,1968,2153.9617
Portugal,PRT,1969,2142.0986
Portugal,PRT,1970,2097.2881
Portugal,PRT,1971,2097.0461
Portugal,PRT,1972,2096.6499
Portugal,PRT,1973,2095.2966
Portugal,PRT,1974,2105.0916
Portugal,PRT,1975,2105.2266
Portugal,PRT,1976,2100.8796
Portugal,PRT,1977,2101.811
Portugal,PRT,1978,2087.2092
Portugal,PRT,1979,2072.2349
Portugal,PRT,1980,2053.4819
Portugal,PRT,1981,2036.1785
Portugal,PRT,1982,2016.1331
Portugal,PRT,1983,1998.1772
Portugal,PRT,1984,1981.213
Portugal,PRT,1985,1966.8304
Portugal,PRT,1986,1954.4536
Portugal,PRT,1987,1969.7723
Portugal,PRT,1988,1949.9332
Portugal,PRT,1989,1978.3394
Portugal,PRT,1990,1967.8943
Portugal,PRT,1991,1888.8375
Portugal,PRT,1992,1871.9889
Portugal,PRT,1993,1859.4235
Portugal,PRT,1994,1855.101
Portugal,PRT,1995,1893.4019
Portugal,PRT,1996,1894.422
Portugal,PRT,1997,1889.6281
Portugal,PRT,1998,1905.3082
Portugal,PRT,1999,1907.0874
Portugal,PRT,2000,1916.8097
Portugal,PRT,2001,1900.4532
Portugal,PRT,2002,1893.5931
Portugal,PRT,2003,1886.6373
Portugal,PRT,2004,1892.8103
Portugal,PRT,2005,1894.8535
Portugal,PRT,2006,1882.9833
Portugal,PRT,2007,1899.9846
Portugal,PRT,2008,1886.8917
Portugal,PRT,2009,1887.0959
Portugal,PRT,2010,1889.7576
Portugal,PRT,2011,1866.5815
Portugal,PRT,2012,1849.0493
Portugal,PRT,2013,1859.1348
Portugal,PRT,2014,1866.8982
Portugal,PRT,2015,1874.9194
Portugal,PRT,2016,1864.5854
Portugal,PRT,2017,1863.1744
Romania,ROU,1995,1822.6454
Romania,ROU,1996,1861.4635
Romania,ROU,1997,1860.5239
Romania,ROU,1998,1859.1493
Romania,ROU,1999,1850.0447
Romania,ROU,2000,1852.999
Romania,ROU,2001,1852.4805
Romania,ROU,2002,1867.1761
Romania,ROU,2003,1837.0599
Romania,ROU,2004,1845.963
Romania,ROU,2005,1852.9121
Romania,ROU,2006,1869.286
Romania,ROU,2007,1878.15
Romania,ROU,2008,1878.428
Romania,ROU,2009,1867.8512
Romania,ROU,2010,1860.6654
Romania,ROU,2011,1893.7997
Romania,ROU,2012,1811.5428
Romania,ROU,2013,1806.4569
Romania,ROU,2014,1792.5336
Romania,ROU,2015,1785.6711
Romania,ROU,2016,1792.7908
Romania,ROU,2017,1805.9998
Russia,RUS,1992,1933
Russia,RUS,1993,1939
Russia,RUS,1994,1895
Russia,RUS,1995,1891
Russia,RUS,1996,1894
Russia,RUS,1997,1951
Russia,RUS,1998,1946
Russia,RUS,1999,1964
Russia,RUS,2000,1982
Russia,RUS,2001,1980
Russia,RUS,2002,1982
Russia,RUS,2003,1993
Russia,RUS,2004,1993
Russia,RUS,2005,1989
Russia,RUS,2006,1998
Russia,RUS,2007,1999
Russia,RUS,2008,1997
Russia,RUS,2009,1974
Russia,RUS,2010,1976
Russia,RUS,2011,1979
Russia,RUS,2012,1982
Russia,RUS,2013,1980
Russia,RUS,2014,1985
Russia,RUS,2015,1978
Russia,RUS,2016,1974
Russia,RUS,2017,1974
Saint Lucia,LCA,1985,1959.8116
Saint Lucia,LCA,1986,1943.3939
Saint Lucia,LCA,1987,1924.8438
Saint Lucia,LCA,1988,1898.2477
Saint Lucia,LCA,1989,1880.4877
Saint Lucia,LCA,1990,1881.7997
Saint Lucia,LCA,1991,1897.3466
Saint Lucia,LCA,1992,1928.8988
Saint Lucia,LCA,1993,1995.7933
Saint Lucia,LCA,1994,1962.6689
Saint Lucia,LCA,1995,1986.1134
Saint Lucia,LCA,1996,1972.0729
Saint Lucia,LCA,1997,2011.2849
Saint Lucia,LCA,1998,1972.3011
Saint Lucia,LCA,1999,1997.7997
Saint Lucia,LCA,2000,1979.1416
Saint Lucia,LCA,2001,1981.8158
Singapore,SGP,1960,2296.9849
Singapore,SGP,1961,2291.8755
Singapore,SGP,1962,2286.7776
Singapore,SGP,1963,2281.6909
Singapore,SGP,1964,2276.6155
Singapore,SGP,1965,2271.5513
Singapore,SGP,1966,2266.4985
Singapore,SGP,1967,2261.457
Singapore,SGP,1968,2256.4265
Singapore,SGP,1969,2251.4075
Singapore,SGP,1970,2246.3994
Singapore,SGP,1971,2246.3452
Singapore,SGP,1972,2246.262
Singapore,SGP,1973,2246.1865
Singapore,SGP,1974,2246.1814
Singapore,SGP,1975,2225.8064
Singapore,SGP,1976,2250.8242
Singapore,SGP,1977,2198.7766
Singapore,SGP,1978,2198.0557
Singapore,SGP,1979,2174.7175
Singapore,SGP,1980,2182.9209
Singapore,SGP,1981,2208.874
Singapore,SGP,1982,2215.0676
Singapore,SGP,1983,2220.1228
Singapore,SGP,1984,2229.2292
Singapore,SGP,1985,2189.9102
Singapore,SGP,1986,2222.7244
Singapore,SGP,1987,2252.5029
Singapore,SGP,1988,2265.7773
Singapore,SGP,1989,2322.6218
Singapore,SGP,1990,2326.9338
Singapore,SGP,1991,2346.3354
Singapore,SGP,1992,2349.8481
Singapore,SGP,1993,2375.0393
Singapore,SGP,1994,2390.9065
Singapore,SGP,1995,2403.967
Singapore,SGP,1996,2424.0986
Singapore,SGP,1997,2437.7629
Singapore,SGP,1998,2425.8899
Singapore,SGP,1999,2446.3804
Singapore,SGP,2000,2463.3818
Singapore,SGP,2001,2443.5063
Singapore,SGP,2002,2435.3835
Singapore,SGP,2003,2440.1726
Singapore,SGP,2004,2407.2163
Singapore,SGP,2005,2407.3508
Singapore,SGP,2006,2399.0986
Singapore,SGP,2007,2378.3054
Singapore,SGP,2008,2370.7432
Singapore,SGP,2009,2335.3806
Singapore,SGP,2010,2373.0669
Singapore,SGP,2011,2330.0723
Singapore,SGP,2012,2337.4866
Singapore,SGP,2013,2328.0503
Singapore,SGP,2014,2290.3225
Singapore,SGP,2015,2263.1465
Singapore,SGP,2016,2252.5857
Singapore,SGP,2017,2237.7263
Slovakia,SVK,1990,1827.6455
Slovakia,SVK,1991,1827.7343
Slovakia,SVK,1992,1827.675
Slovakia,SVK,1993,1827.8033
Slovakia,SVK,1994,1827.4283
Slovakia,SVK,1995,1853.0483
Slovakia,SVK,1996,1819.6322
Slovakia,SVK,1997,1829.9979
Slovakia,SVK,1998,1821.8607
Slovakia,SVK,1999,1816.2406
Slovakia,SVK,2000,1815.6061
Slovakia,SVK,2001,1800.7356
Slovakia,SVK,2002,1754.074
Slovakia,SVK,2003,1697.5651
Slovakia,SVK,2004,1741.9944
Slovakia,SVK,2005,1769.4879
Slovakia,SVK,2006,1774.454
Slovakia,SVK,2007,1791.201
Slovakia,SVK,2008,1793.3569
Slovakia,SVK,2009,1780.3383
Slovakia,SVK,2010,1805.1501
Slovakia,SVK,2011,1793.0127
Slovakia,SVK,2012,1789.0425
Slovakia,SVK,2013,1771.6141
Slovakia,SVK,2014,1759.6132
Slovakia,SVK,2015,1754.0863
Slovakia,SVK,2016,1740.0107
Slovakia,SVK,2017,1745.2307
Slovenia,SVN,1995,1755.3971
Slovenia,SVN,1996,1727.4915
Slovenia,SVN,1997,1714.797
Slovenia,SVN,1998,1727.9677
Slovenia,SVN,1999,1729.6924
Slovenia,SVN,2000,1710.0972
Slovenia,SVN,2001,1695.8896
Slovenia,SVN,2002,1720.5181
Slovenia,SVN,2003,1723.8251
Slovenia,SVN,2004,1736.5703
Slovenia,SVN,2005,1696.6035
Slovenia,SVN,2006,1667.4508
Slovenia,SVN,2007,1654.9396
Slovenia,SVN,2008,1673.6466
Slovenia,SVN,2009,1678.7506
Slovenia,SVN,2010,1680.1403
Slovenia,SVN,2011,1663.1636
Slovenia,SVN,2012,1644.5905
Slovenia,SVN,2013,1662.4053
Slovenia,SVN,2014,1681.9049
Slovenia,SVN,2015,1687.8574
Slovenia,SVN,2016,1666.9202
Slovenia,SVN,2017,1655.089
South Africa,ZAF,2001,2376.3381
South Africa,ZAF,2002,2382.7659
South Africa,ZAF,2003,2318.6794
South Africa,ZAF,2004,2342.2734
South Africa,ZAF,2005,2399.4282
South Africa,ZAF,2006,2315.748
South Africa,ZAF,2007,2322.1228
South Africa,ZAF,2008,2284.2344
South Africa,ZAF,2009,2249.3083
South Africa,ZAF,2010,2235.7429
South Africa,ZAF,2011,2254.5857
South Africa,ZAF,2012,2224.1082
South Africa,ZAF,2013,2211.9863
South Africa,ZAF,2014,2209.0916
South Africa,ZAF,2015,2209.0916
South Africa,ZAF,2016,2209.0916
South Africa,ZAF,2017,2209.0916
South Korea,KOR,1953,2304.5479
South Korea,KOR,1954,2325.1472
South Korea,KOR,1955,2345.9309
South Korea,KOR,1956,2366.9004
South Korea,KOR,1957,2388.0574
South Korea,KOR,1958,2409.4033
South Korea,KOR,1959,2430.9402
South Korea,KOR,1960,2452.6694
South Korea,KOR,1961,2474.593
South Korea,KOR,1962,2496.7126
South Korea,KOR,1963,2519.03
South Korea,KOR,1964,2439.4817
South Korea,KOR,1965,2545.5459
South Korea,KOR,1966,2529.6362
South Korea,KOR,1967,2561.4556
South Korea,KOR,1968,2609.1846
South Korea,KOR,1969,2667.52
South Korea,KOR,1970,2561.4556
South Korea,KOR,1971,2625.0942
South Korea,KOR,1972,2688.7329
South Korea,KOR,1973,2736.4619
South Korea,KOR,1974,2789.4941
South Korea,KOR,1975,2810.707
South Korea,KOR,1976,2895.5586
South Korea,KOR,1977,2863.7393
South Korea,KOR,1978,2895.5586
South Korea,KOR,1979,2879.6489
South Korea,KOR,1980,2863.7393
South Korea,KOR,1981,2879.7378
South Korea,KOR,1982,2892.7366
South Korea,KOR,1983,2910.7349
South Korea,KOR,1984,2906.7354
South Korea,KOR,1985,2881.7375
South Korea,KOR,1986,2910.7349
South Korea,KOR,1987,2879.7378
South Korea,KOR,1988,2833.7419
South Korea,KOR,1989,2730.7515
South Korea,KOR,1990,2676.7563
South Korea,KOR,1991,2660.7578
South Korea,KOR,1992,2638.7598
South Korea,KOR,1993,2655.6575
South Korea,KOR,1994,2640.1453
South Korea,KOR,1995,2647.2344
South Korea,KOR,1996,2636.5608
South Korea,KOR,1997,2580.8613
South Korea,KOR,1998,2485.8723
South Korea,KOR,1999,2492.0903
South Korea,KOR,2000,2509.2881
South Korea,KOR,2001,2495.9204
South Korea,KOR,2002,2454.8811
South Korea,KOR,2003,2423.6482
South Korea,KOR,2004,2391.532
South Korea,KOR,2005,2351.3191
South Korea,KOR,2006,2345.9138
South Korea,KOR,2007,2306.1985
South Korea,KOR,2008,2212.9114
South Korea,KOR,2009,2168.053
South Korea,KOR,2010,2157.0649
South Korea,KOR,2011,2127.1472
South Korea,KOR,2012,2103.2305
South Korea,KOR,2013,2094.2297
South Korea,KOR,2014,2069.3149
South Korea,KOR,2015,2076.2959
South Korea,KOR,2016,2063.3315
South Korea,KOR,2017,2063.3315
Spain,ESP,1870,2968
Spain,ESP,1880,2876
Spain,ESP,1890,2787
Spain,ESP,1900,2710
Spain,ESP,1913,2601
Spain,ESP,1929,2342
Spain,ESP,1938,2030
Spain,ESP,1950,2208.7041
Spain,ESP,1951,2204.5266
Spain,ESP,1952,2200.4651
Spain,ESP,1953,2196.5059
Spain,ESP,1954,2213.5598
Spain,ESP,1955,2195.4749
Spain,ESP,1956,2179.343
Spain,ESP,1957,2164.2705
Spain,ESP,1958,2149.6418
Spain,ESP,1959,2139.0928
Spain,ESP,1960,2129.8408
Spain,ESP,1961,2111.5886
Spain,ESP,1962,2094.3887
Spain,ESP,1963,2077.4646
Spain,ESP,1964,2031.7472
Spain,ESP,1965,2024.0238
Spain,ESP,1966,2025.4124
Spain,ESP,1967,2034.2599
Spain,ESP,1968,1996.5132
Spain,ESP,1969,1988.2668
Spain,ESP,1970,1996.2207
Spain,ESP,1971,1996.3376
Spain,ESP,1972,1992.1937
Spain,ESP,1973,1980.3586
Spain,ESP,1974,1986.5297
Spain,ESP,1975,1996.3567
Spain,ESP,1976,2006.4636
Spain,ESP,1977,2000.2756
Spain,ESP,1978,1973.4487
Spain,ESP,1979,1929.3617
Spain,ESP,1980,1917.9247
Spain,ESP,1981,1884.1837
Spain,ESP,1982,1862.4357
Spain,ESP,1983,1830.6687
Spain,ESP,1984,1786.1127
Spain,ESP,1985,1776.2207
Spain,ESP,1986,1768.2877
Spain,ESP,1987,1760.3707
Spain,ESP,1988,1756.3987
Spain,ESP,1989,1744.4807
Spain,ESP,1990,1746.4478
Spain,ESP,1991,1755.3497
Spain,ESP,1992,1747.4857
Spain,ESP,1993,1739.5718
Spain,ESP,1994,1738.5277
Spain,ESP,1995,1738.8168
Spain,ESP,1996,1740.2025
Spain,ESP,1997,1742.4939
Spain,ESP,1998,1750.9642
Spain,ESP,1999,1756.0535
Spain,ESP,2000,1752.7551
Spain,ESP,2001,1762.5
Spain,ESP,2002,1764.574
Spain,ESP,2003,1755.9388
Spain,ESP,2004,1741.507
Spain,ESP,2005,1725.6006
Spain,ESP,2006,1715.6556
Spain,ESP,2007,1703.4878
Spain,ESP,2008,1712.5524
Spain,ESP,2009,1719.6741
Spain,ESP,2010,1710.3958
Spain,ESP,2011,1715.5109
Spain,ESP,2012,1701.1927
Spain,ESP,2013,1693.5347
Spain,ESP,2014,1694.5872
Spain,ESP,2015,1699.4991
Spain,ESP,2016,1701.3669
Spain,ESP,2017,1686.4973
Sri Lanka,LKA,1970,1894.261
Sri Lanka,LKA,1971,1893.8901
Sri Lanka,LKA,1972,1893.8713
Sri Lanka,LKA,1973,1893.9866
Sri Lanka,LKA,1974,1894.1637
Sri Lanka,LKA,1975,1894.3438
Sri Lanka,LKA,1976,1894.2008
Sri Lanka,LKA,1977,1949.3335
Sri Lanka,LKA,1978,1953.4127
Sri Lanka,LKA,1979,1957.5671
Sri Lanka,LKA,1980,1961.8099
Sri Lanka,LKA,1981,1969.6782
Sri Lanka,LKA,1982,1972.9618
Sri Lanka,LKA,1983,1986.3512
Sri Lanka,LKA,1984,1966.2671
Sri Lanka,LKA,1985,1893.4132
Sri Lanka,LKA,1986,1956.422
Sri Lanka,LKA,1987,1962.3741
Sri Lanka,LKA,1988,1968.3154
Sri Lanka,LKA,1989,1974.3776
Sri Lanka,LKA,1990,1980.6451
Sri Lanka,LKA,1991,1997.9506
Sri Lanka,LKA,1992,2001.6265
Sri Lanka,LKA,1993,2017.4285
Sri Lanka,LKA,1994,1961.7678
Sri Lanka,LKA,1995,1943.4845
Sri Lanka,LKA,1996,1936.9487
Sri Lanka,LKA,1997,1894.8599
Sri Lanka,LKA,1998,1910.4878
Sri Lanka,LKA,1999,1932.7937
Sri Lanka,LKA,2000,2000.7396
Sri Lanka,LKA,2001,1975.6603
Sri Lanka,LKA,2002,1812.2015
Sri Lanka,LKA,2003,1733.8713
Sri Lanka,LKA,2004,1856.2976
Sri Lanka,LKA,2005,1887.6925
Sri Lanka,LKA,2006,1835.4296
Sri Lanka,LKA,2007,1861.298
Sri Lanka,LKA,2008,1823.991
Sri Lanka,LKA,2009,1810.6287
Sri Lanka,LKA,2010,1872.3361
Sri Lanka,LKA,2011,1993.5437
Sri Lanka,LKA,2012,2052.9392
Sri Lanka,LKA,2013,1896.4591
Sri Lanka,LKA,2014,1926.2461
Sri Lanka,LKA,2015,1923.9354
Sri Lanka,LKA,2016,1923.9354
Sri Lanka,LKA,2017,1923.9354
Sweden,SWE,1870,3436
Sweden,SWE,1880,3187
Sweden,SWE,1890,2937
Sweden,SWE,1900,2745
Sweden,SWE,1913,2745
Sweden,SWE,1929,2152
Sweden,SWE,1938,2131
Sweden,SWE,1950,1989.3108
Sweden,SWE,1951,1980.4301
Sweden,SWE,1952,1980.4301
Sweden,SWE,1953,1960.6948
Sweden,SWE,1954,1971.5492
Sweden,SWE,1955,1960.6948
Sweden,SWE,1956,1936.0258
Sweden,SWE,1957,1936.0258
Sweden,SWE,1958,1904.4493
Sweden,SWE,1959,1878.7936
Sweden,SWE,1960,1873.8597
Sweden,SWE,1961,1875.8333
Sweden,SWE,1962,1863.9922
Sweden,SWE,1963,1858.0715
Sweden,SWE,1964,1827.4819
Sweden,SWE,1965,1816.6276
Sweden,SWE,1966,1802.813
Sweden,SWE,1967,1772.2234
Sweden,SWE,1968,1729.7926
Sweden,SWE,1969,1707.097
Sweden,SWE,1970,1707.097
Sweden,SWE,1971,1675.2631
Sweden,SWE,1972,1635.7161
Sweden,SWE,1973,1620.2201
Sweden,SWE,1974,1601.4701
Sweden,SWE,1975,1577.8241
Sweden,SWE,1976,1590.8451
Sweden,SWE,1977,1560.8611
Sweden,SWE,1978,1523.1381
Sweden,SWE,1979,1513.863
Sweden,SWE,1980,1516.8071
Sweden,SWE,1981,1508.4111
Sweden,SWE,1982,1522.5421
Sweden,SWE,1983,1531.8391
Sweden,SWE,1984,1534.0171
Sweden,SWE,1985,1538.0541
Sweden,SWE,1986,1536.0721
Sweden,SWE,1987,1546.1901
Sweden,SWE,1988,1565.7601
Sweden,SWE,1989,1564.6121
Sweden,SWE,1990,1560.9371
Sweden,SWE,1991,1547.6721
Sweden,SWE,1992,1565.2802
Sweden,SWE,1993,1596.9991
Sweden,SWE,1994,1635.2219
Sweden,SWE,1995,1640.3448
Sweden,SWE,1996,1653.0409
Sweden,SWE,1997,1657.969
Sweden,SWE,1998,1656.319
Sweden,SWE,1999,1664.8116
Sweden,SWE,2000,1642.0825
Sweden,SWE,2001,1618.2073
Sweden,SWE,2002,1594.8739
Sweden,SWE,2003,1581.5632
Sweden,SWE,2004,1605.5105
Sweden,SWE,2005,1605.0636
Sweden,SWE,2006,1599.1272
Sweden,SWE,2007,1611.4955
Sweden,SWE,2008,1616.8645
Sweden,SWE,2009,1609.1475
Sweden,SWE,2010,1635.0068
Sweden,SWE,2011,1632.517
Sweden,SWE,2012,1618.3754
Sweden,SWE,2013,1608.7183
Sweden,SWE,2014,1609.4229
Sweden,SWE,2015,1610.072
Sweden,SWE,2016,1626.4591
Sweden,SWE,2017,1609.2896
Switzerland,CHE,1870,3195
Switzerland,CHE,1880,3083
Switzerland,CHE,1890,2925
Switzerland,CHE,1900,2834
Switzerland,CHE,1913,2704
Switzerland,CHE,1929,2281
Switzerland,CHE,1938,2085
Switzerland,CHE,1950,2039.9952
Switzerland,CHE,1951,2032.3508
Switzerland,CHE,1952,2024.7351
Switzerland,CHE,1953,2017.1479
Switzerland,CHE,1954,2009.5891
Switzerland,CHE,1955,2002.0587
Switzerland,CHE,1956,1994.5564
Switzerland,CHE,1957,1987.0823
Switzerland,CHE,1958,1979.6362
Switzerland,CHE,1959,1972.218
Switzerland,CHE,1960,1964.8275
Switzerland,CHE,1961,1967.6351
Switzerland,CHE,1962,1970.4468
Switzerland,CHE,1963,1973.2623
Switzerland,CHE,1964,1976.082
Switzerland,CHE,1965,1978.9056
Switzerland,CHE,1966,1981.7334
Switzerland,CHE,1967,1984.5652
Switzerland,CHE,1968,1987.401
Switzerland,CHE,1969,1990.2408
Switzerland,CHE,1970,1993.0847
Switzerland,CHE,1971,1982.7787
Switzerland,CHE,1972,1958.4653
Switzerland,CHE,1973,1931.6665
Switzerland,CHE,1974,1902.8224
Switzerland,CHE,1975,1894.04
Switzerland,CHE,1976,1890.9156
Switzerland,CHE,1977,1863.4858
Switzerland,CHE,1978,1849.0386
Switzerland,CHE,1979,1836.3763
Switzerland,CHE,1980,1821.8396
Switzerland,CHE,1981,1802.5231
Switzerland,CHE,1982,1791.4211
Switzerland,CHE,1983,1776.668
Switzerland,CHE,1984,1757.5706
Switzerland,CHE,1985,1751.3289
Switzerland,CHE,1986,1742.7521
Switzerland,CHE,1987,1741.4824
Switzerland,CHE,1988,1740.955
Switzerland,CHE,1989,1725.7891
Switzerland,CHE,1990,1716.2208
Switzerland,CHE,1991,1713.7753
Switzerland,CHE,1992,1723.1902
Switzerland,CHE,1993,1719.4904
Switzerland,CHE,1994,1741.3113
Switzerland,CHE,1995,1720.2662
Switzerland,CHE,1996,1696.8719
Switzerland,CHE,1997,1687.4536
Switzerland,CHE,1998,1695.5345
Switzerland,CHE,1999,1717.401
Switzerland,CHE,2000,1712.743
Switzerland,CHE,2001,1672.8507
Switzerland,CHE,2002,1651.2583
Switzerland,CHE,2003,1664.5405
Switzerland,CHE,2004,1694.9532
Switzerland,CHE,2005,1689.9702
Switzerland,CHE,2006,1679.2384
Switzerland,CHE,2007,1668.87
Switzerland,CHE,2008,1659.459
Switzerland,CHE,2009,1650.7788
Switzerland,CHE,2010,1624.3464
Switzerland,CHE,2011,1619.3169
Switzerland,CHE,2012,1603.2313
Switzerland,CHE,2013,1582.8923
Switzerland,CHE,2014,1575.3215
Switzerland,CHE,2015,1589.4751
Switzerland,CHE,2016,1589.6758
Switzerland,CHE,2017,1589.6758
Taiwan,TWN,1951,2374.0693
Taiwan,TWN,1952,2371.8262
Taiwan,TWN,1953,2369.585
Taiwan,TWN,1954,2367.3459
Taiwan,TWN,1955,2365.1091
Taiwan,TWN,1956,2362.8743
Taiwan,TWN,1957,2360.6416
Taiwan,TWN,1958,2358.4111
Taiwan,TWN,1959,2356.1829
Taiwan,TWN,1960,2353.9563
Taiwan,TWN,1961,2351.7322
Taiwan,TWN,1962,2349.51
Taiwan,TWN,1963,2347.29
Taiwan,TWN,1964,2345.072
Taiwan,TWN,1965,2342.8562
Taiwan,TWN,1966,2340.6426
Taiwan,TWN,1967,2338.4309
Taiwan,TWN,1968,2336.2214
Taiwan,TWN,1969,2334.0139
Taiwan,TWN,1970,2331.8086
Taiwan,TWN,1971,2330.8506
Taiwan,TWN,1972,2326.832
Taiwan,TWN,1973,2321.9348
Taiwan,TWN,1974,2324.6641
Taiwan,TWN,1975,2322.5195
Taiwan,TWN,1976,2317.8567
Taiwan,TWN,1977,2310.4609
Taiwan,TWN,1978,2303.0276
Taiwan,TWN,1979,2336.6174
Taiwan,TWN,1980,2313.9087
Taiwan,TWN,1981,2310.124
Taiwan,TWN,1982,2269.4377
Taiwan,TWN,1983,2254.772
Taiwan,TWN,1984,2254.2988
Taiwan,TWN,1985,2244.3638
Taiwan,TWN,1986,2242.9446
Taiwan,TWN,1987,2276.5342
Taiwan,TWN,1988,2250.5142
Taiwan,TWN,1989,2231.5903
Taiwan,TWN,1990,2230.644
Taiwan,TWN,1991,2217.8704
Taiwan,TWN,1992,2220.2358
Taiwan,TWN,1993,2240.5791
Taiwan,TWN,1994,2184.7539
Taiwan,TWN,1995,2224.4939
Taiwan,TWN,1996,2198.0005
Taiwan,TWN,1997,2141.229
Taiwan,TWN,1998,2192.3232
Taiwan,TWN,1999,2190.4309
Taiwan,TWN,2000,2180.4958
Taiwan,TWN,2001,2125.6169
Taiwan,TWN,2002,2111.8972
Taiwan,TWN,2003,2117.1011
Taiwan,TWN,2004,2135.552
Taiwan,TWN,2005,2127.5093
Taiwan,TWN,2006,2134.6057
Taiwan,TWN,2007,2129.8748
Taiwan,TWN,2008,2073.5764
Taiwan,TWN,2009,2054.1794
Taiwan,TWN,2010,2062.6953
Taiwan,TWN,2011,2052.7603
Taiwan,TWN,2012,2066.9531
Taiwan,TWN,2013,2062.2222
Taiwan,TWN,2014,2059.0552
Taiwan,TWN,2015,2057.2129
Taiwan,TWN,2016,1989.1476
Taiwan,TWN,2017,1990.3212
Thailand,THA,1970,2455.3882
Thailand,THA,1971,2455.3594
Thailand,THA,1972,2352.2505
Thailand,THA,1973,2471.6731
Thailand,THA,1974,2489.0171
Thailand,THA,1975,2461.7449
Thailand,THA,1976,2457.4976
Thailand,THA,1977,2453.686
Thailand,THA,1978,2528.9993
Thailand,THA,1979,2619.8672
Thailand,THA,1980,2710.0938
Thailand,THA,1981,2632.8503
Thailand,THA,1982,2348.6577
Thailand,THA,1983,2682.0732
Thailand,THA,1984,2700.7273
Thailand,THA,1985,2672.2749
Thailand,THA,1986,2671.416
Thailand,THA,1987,2625.6653
Thailand,THA,1988,2648.564
Thailand,THA,1989,2715.4182
Thailand,THA,1990,2579.7546
Thailand,THA,1991,2627.6155
Thailand,THA,1992,2643.4509
Thailand,THA,1993,2564.5964
Thailand,THA,1994,2614.2803
Thailand,THA,1995,2609.0884
Thailand,THA,1996,2555.252
Thailand,THA,1997,2485.231
Thailand,THA,1998,2533.8186
Thailand,THA,1999,2498.4678
Thailand,THA,2000,2502.5249
Thailand,THA,2001,2404.644
Thailand,THA,2002,2393.9397
Thailand,THA,2003,2383.6968
Thailand,THA,2004,2389.0415
Thailand,THA,2005,2337.9712
Thailand,THA,2006,2325.6384
Thailand,THA,2007,2329.801
Thailand,THA,2008,2342.0806
Thailand,THA,2009,2354.0847
Thailand,THA,2010,2349.2905
Thailand,THA,2011,2357.5569
Thailand,THA,2012,2312.438
Thailand,THA,2013,2273.4939
Thailand,THA,2014,2247.321
Thailand,THA,2015,2185.4456
Thailand,THA,2016,2185.4456
Thailand,THA,2017,2185.4456
Trinidad and Tobago,TTO,1991,1585.0601
Trinidad and Tobago,TTO,1992,1564.7506
Trinidad and Tobago,TTO,1993,1580.2424
Trinidad and Tobago,TTO,1994,1591.5376
Trinidad and Tobago,TTO,1995,1602.2916
Trinidad and Tobago,TTO,1996,1618.5393
Trinidad and Tobago,TTO,1997,1627.1366
Trinidad and Tobago,TTO,1998,1630.5153
Trinidad and Tobago,TTO,1999,1636.525
Trinidad and Tobago,TTO,2000,1663.8954
Trinidad and Tobago,TTO,2001,1668.0447
Trinidad and Tobago,TTO,2002,1634.8004
Turkey,TUR,1970,2086
Turkey,TUR,1971,2077
Turkey,TUR,1972,2069
Turkey,TUR,1973,2060
Turkey,TUR,1974,2044
Turkey,TUR,1975,2028
Turkey,TUR,1976,2012
Turkey,TUR,1977,1996
Turkey,TUR,1978,1980
Turkey,TUR,1979,1964
Turkey,TUR,1980,1957
Turkey,TUR,1981,1950
Turkey,TUR,1982,1943
Turkey,TUR,1983,1935
Turkey,TUR,1984,1871
Turkey,TUR,1985,1898
Turkey,TUR,1986,1883
Turkey,TUR,1987,1844
Turkey,TUR,1988,1837
Turkey,TUR,1989,1867
Turkey,TUR,1990,1866
Turkey,TUR,1991,1870
Turkey,TUR,1992,1897
Turkey,TUR,1993,1917
Turkey,TUR,1994,1886
Turkey,TUR,1995,1876
Turkey,TUR,1996,1892
Turkey,TUR,1997,1878
Turkey,TUR,1998,1884
Turkey,TUR,1999,1925
Turkey,TUR,2000,1937
Turkey,TUR,2001,1942
Turkey,TUR,2002,1943
Turkey,TUR,2003,1943
Turkey,TUR,2004,1918
Turkey,TUR,2005,1936
Turkey,TUR,2006,1944
Turkey,TUR,2007,1911
Turkey,TUR,2008,1900
Turkey,TUR,2009,1881
Turkey,TUR,2010,1877
Turkey,TUR,2011,1864
Turkey,TUR,2012,1855
Turkey,TUR,2013,1832
Turkey,TUR,2014,1832
Turkey,TUR,2015,1832
Turkey,TUR,2016,1832
Turkey,TUR,2017,1832
United Kingdom,GBR,1870,2755
United Kingdom,GBR,1880,2740
United Kingdom,GBR,1890,2669
United Kingdom,GBR,1900,2656
United Kingdom,GBR,1913,2656
United Kingdom,GBR,1929,2257
United Kingdom,GBR,1938,2200
United Kingdom,GBR,1950,2183.9436
United Kingdom,GBR,1951,2192.6638
