name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1,desc_2,desc_3
Costa Rica Hacienda Sonora Honey,Regent Coffee,Medium-Light,United States,Carrillos Alto De Poás,Alajuela Province,6.17,93,July 2022,"Bright, vibrantly sweet. Wild honey, dried plum, cocoa nib, pink grapefruit zest, lilac in aroma and cup. Sweet structure with crisply bright acidity; velvety-smooth mouthfeel. Cocoa-toned finish with undertones of wild honey and pink grapefruit zest.","Produced by Alberto and Diego Guardia of Hacienda Sonora entirely of the Bourbon variety of Arabica, and processed by the honey method, in which the skins are removed from the fruit, but at least some of the sticky fruit flesh is allowed to dry on the beans. With more than 10 years of roasting experience, Regent strives to deliver coffee with care and purpose. Visit regentcoffee.com for more information.","Produced by a farm known for its pioneering work in the honey methods of processing green coffee, this classic version of the type offers a focused sweetness, dried fruit notes and pretty florals."
Ethiopia Shantawane Buncho Honey,The Reverse Orangutan,Light,United States,Sidama Region,South-Central Ethiopia,6.47,93,July 2022,"Vibrantly fruit-toned, intensely sweet-tart. Mango, cocoa nib, agave syrup, lemon thyme, magnolia in aroma and cup. Sweet-tart structure with perky acidity; plush, syrupy mouthfeel. Crisp fruit-forward finish with undertones of agave syrup and lemon thyme.","Produced at Gatta Farm from trees of local landrace varieties of Arabica and processed by the honey method, in which the skins are removed from the fruit but at least some of the sticky fruit flesh is allowed to dry on the beans. Reverse Orangutan is a specialty coffee roaster based in Glendora, California, “a scrappy operation focused on delivering some serious gourmet shit.” Visit www.thereverseorangutan.com for more information.",A richly fruit-toned natural-processed Ethiopia cup with a tropical throughline and particularly juicy acidity.
Ethiopia Gigesa Natural,Espresso Republic,Medium-Light,United States,Guji Zone,Oromia Region,4.69,93,July 2022,"Fruit-centered, sweetly herbaceous. Bing cherry, marjoram, honeysuckle, salted caramel, fresh-cut oak in aroma and cup. Sweetly tart with brisk acidity; full, syrupy-smooth mouthfeel. The crisply sweet finish consolidates around notes of honeysuckle and oak.","Southern Ethiopia coffees like this one are largely produced from distinctive landrace Ethiopian varieties of Arabica long grown in the region. This is a natural-processed version (dried in the whole fruit). Espresso Republic, founded in 2010, specializes in sourcing quality coffees and roasting them in small batches for both retail and wholesale customers. Visit www.espressorepublic.com for more information. ","A deeply fruit-toned Ethiopia natural cup with richly tart undertones and a plush, viscous mouthfeel."
Colombia Huila Finca Villabetuila Anaerobic Honey,Branch Street Coffee Roasters,Medium-Light,United States,Huila Department,Colombia,5.86,93,July 2022,"Deeply and richly sweet, chocolaty. Dried blueberry, chocolate fudge, gardenia, cedar, hazelnut in aroma and cup. Sweet-toned structure with round, fruity acidity; full, creamy mouthfeel. ","Produced at Finca Villabetuila and processed by the anaerobic honey method (beans, with skin removed, are fermented in a hermetically sealed container before drying). Branch Street Coffee Roasters is a small-batch specialty coffee roaster in Youngstown, Ohio.  Visit www.branchstreetcoffee.com for more information. ","A berry-toned, richly chocolaty anaerobic honey cup from Colombia — almost dessert-like in its sweetness."
Costa Rica Bounty Gesha,Barrington Coffee Roasting Co.,Medium-Light,United States,Dota,Tarrazú Growing Region,11.6,94,July 2022,"Delicately fruit-toned, sweetly herbaceous. Passion fruit, lemon balm, cocoa nib, narcissus, sandalwood in aroma and cup. Bright, balanced structure with sweet malic acidity; full, syrupy-smooth mouthfeel. The finish consolidates to notes of cocoa nib and lemon balm.","Produced at Finca La Joya entirely of the Gesha variety of Arabica, and processed by the anaerobic natural method, in which the intact coffee fruit is fermented in an oxygen-free environment before drying. Barrington Coffee is an artisan roaster dedicated to elite coffees, fresh delivery and roasting that foregrounds the coffee and not the roast. Visit www.barringtoncoffee.com or call 800-528-0998 for more information.","A balanced, delicately fruit-driven Costa Rica Gesha supported by rich cocoa nib and sweet, citrusy herb."
Joker,Madness Roastworks,Medium-Light,Malaysia,Mexico,Ethiopia,8.54,93,July 2022,"Evaluated as espresso. Crisply sweet, deep-toned. Salted caramel, plum, grapefruit zest, fresh-cut oak, lily in aroma and small cup. Sweet structure with juicy-bright acidity; very full, satiny mouthfeel. The finish leads with notes of caramel and grapefruit zest. Complex and deep in three parts milk with lingering notes of florals and salted caramel.","A blend of coffees from Mexico, Ethiopia and Peru. Madness Roastworks is a specialty coffee roaster, coffee shop, and coffee consulting firm based in Sabah, Malaysia. Visit www.facebook.com/madnessroastworks for more information.",A vibrantly satisfying blend with leading notes of caramel and bittersweet citrus and especially lively acidity. 
Tropical Grenade,Madness Roastworks,Medium-Light,Malaysia,Mexico,Panama,7.89,92,July 2022,"Evaluated as espresso. Crisply sweet, fruit-toned. Goji berry, cocoa powder, cashew, orange zest, cedar in aroma and small cup. Sweet-toned structure with gentle acidity; satiny-smooth mouthfeel. Nut- and cocoa-toned finish. Chocolate-toned and citrusy in three parts milk.","A blend of coffees from Mexico, Panama and Colombia. Madness Roastworks is a specialty coffee roaster, coffee shop, and coffee consulting firm based in Sabah, Malaysia. Visit www.facebook.com/madnessroastworks for more information.","An inviting blend with leading notes of cocoa and dried fruit, with undertones of citrus zest and rich aromatic wood."
The Godfather,Madness Roastworks,Medium-Light,Malaysia,Ethiopia,Panama,7.89,92,July 2022,"Evaluated as espresso. Floral-toned, gently spicy. Freesia, baking chocolate, candied walnut, fresh-cut cedar, agave syrup in aroma and small cup. Crisply sweet structure with brisk acidity; lightly satiny mouthfeel. Bittersweet finish with notes of freesia and candied walnut. Crisply chocolaty in cappuccino-scaled milk.","A blend of coffees from Ethiopia, Panama and Peru. Madness Roastworks is a specialty coffee roaster, coffee shop, and coffee consulting firm based in Sabah, Malaysia. Visit www.facebook.com/madnessroastworks for more information.","A straight-ahead blend of three washed-process coffees, crisply chocolaty and delicately floral-toned."
Panama Static Gesha Natural,PT's Coffee Roasting Co.,Medium-Light,United States,Boquete Growing Region,Panama,13.23,95,July 2022,"Fruity, spice-toned, sweetly fermenty. Cherry liqueur, tiramisu, gardenia, tangerine zest, sage in aroma and cup. Richly sweet structure with winey acidity; plush, creamy mouthfeel. Resonant finish, driven by notes of cherry liqueur and gardenia with undertones of sage.","Produced by Stefan Muller of Hacienda Bajo Mano entirely of the Gesha variety of Arabica, and processed by a proprietary method referred to as “static cherry,” a form of the anaerobic natural method. Roasted at PT’s Coffee, where the motto is “without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-JAVA for more information.","An aromatically intense, deep-toned Panama coffee with focused fruit, floral and sweet herb notes."
Panama La Mula Geisha Washed,GK Coffee,Light,Taiwan,Chiriqui Province,Western Panama,3.39,95,July 2022,"Elegantly bright, richly sweet. Apricot, bergamot, cocoa nib, sandalwood, star jasmine in aroma and cup. Balanced structure with high-toned acidity; silky, viscous mouthfeel. Long, lingering finish centers around notes of cocoa nib and apricot, with a shimmer of star jasmine.","Produced at Finca La Mula entirely of the celebrated Geisha (also spelled Gesha) variety of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]","A harmonious, very satisfying washed Panama cup, classic in its delicate balance of stone fruit, cocoa nib and spicy florals."
Esmeralda Estate Panama Geisha,Difference Coffee,,England,Boquete Growing Region,Western Panama,111.11,94,July 2022,"Evaluated as espresso produced as a “ristretto” 25ml (.85-ounce) shot using a Nespresso capsule espresso brewer with whole milk heated using a conventional steam wand. Crisply sweet, floral-toned. Lilac, plum, almond, cocoa nib, lemon verbena in aroma and small cup. Silky-smooth mouthfeel; crisp finish with notes of cocoa nib and lemon verbena. In cappuccino format, cocoa notes are further elevated and sweet herb notes provide bright ballast. ","Produced at Hacienda La Esmeralda entirely of the Geisha variety of Arabica, and presented in a Nespresso-compatible capsule. This is a wet-processed or “washed” version (fruit skin and pulp are removed before drying). Difference Coffee aims to present only the finest of the world’s coffees as determined by green coffee competitions and other measures of distinction, tactfully roasted and presented in capsules compatible with Nespresso capsule brewing systems. For more information visit www.differencecoffee.com.","One of the world’s most distinguished Geisha-variety coffees offered in Nespresso-compatible format — bright, floral, rich, deep."
Costa Rica San Gabriel SL28 Anaerobic Natural,GK Coffee,Medium-Light,Taiwan,Mercedes Sur,Turrubares,9.6,94,July 2022,"Deeply sweet-savory, unusual. Caramel, goat milk yogurt, raspberry, cedar, sage in aroma and cup. Richly bittersweet in structure with bright acidity; syrupy mouthfeel. Savory-leaning finish with undertones of caramel and sage.","Produced at San Gabriel Farm entirely of the admired SL28 variety of Arabica, and processed by the anaerobic natural method (whole fruit is fermented with limited oxygen before drying). GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]","An appealingly oddball anaerobic coffee from Costa Rica with umami depth, zingy acidity and an eccentric, unconventional flavor profile. "
Costa Rica San Gabriel Pina/Canela Anaerobic Honey Espresso,GK Coffee,Medium-Light,Taiwan,Mercedes Sur,Turrubares,9.6,93,July 2022,"Evaluated as espresso. Richly aromatic, fruity, spice-toned. Baking spices, pineapple, dark chocolate, cedar, apple cider in aroma and small cup. Crisp, velvety mouthfeel; spice-toned, fruity finish. In three parts milk, suggests a pineapple milkshake.","Produced at San Gabriel Farm, from trees of the Caturra and Catuai varieties of Arabica, and processed by the anaerobic honey method (beans, skin removed, are fermented in a hermetically sealed container before drying). Cinnamon and pineapple also were added to the tank during fermentation. GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]","An unusual Costa Rica espresso, anaerobically processed with the addition of pineapple and cinnamon during fermentation, resulting in an amped-up fruit-and-spice dominated shot."
John Co. Train Blend,Dear John Coffee,Medium-Light,Taiwan,Brazil,Guatemala,3.24,91,July 2022,"Quietly confident, gently bright. Pear, almond, lily, fir, orange zest in aroma and cup. Crisply bittersweet structure with brisk acidity; delicate, silky mouthfeel. The gently drying finish leads with notes of orange zest and fir.","A blend comprised of coffees from Brazil, Guatemala and Nicaragua. Dear John Coffee is located in Songshan, Taipei and provides one-stop coffee service, along with brewing and serving accessories and craft beer. Visit www.dearjohncoffee.com.tw for more information.","A friendly, easy-access blend driven by notes of pear, almond and citrus zest, with undertones of sweet florals and aromatic wood."
Burundi Kibingo Intenso,Regent Coffee,Medium-Light,United States,Kayanza Province,Burundi,6.17,94,June 2022,"High-toned, richly sweet and deep. Nectarine, cherry blossom, hazelnut, lemon-thyme, dark chocolate in aroma and cup. Sweet structure with bright, juicy acidity; crisp mouthfeel. Long, flavor-laden finish that carries forward all the aroma and flavor notes from the cup.","Produced by smallholding farmers entirely of the Red Bourbon variety of Arabica, and processed by the washed method with the addition during fermentation of a yeast called Intenso, which Lalcafe developed specifically for washed-process coffees. With more than 10 years of roasting experience, Regent strives to deliver coffee with care and purpose. Visit regentcoffee.com for more information.",A washed Burundi processed with the addition of a yeast designed to intensify the green coffee’s inherent sensory properties. Especially balanced acidity and resonant finish.
Colombia Planadas Ibague,Jaunt Coffee Roasters,Medium-Light,United States,Tolima Department,Colombia,7.64,93,June 2022,"Sweetly savory, fruit-driven. Candy apple, lime zest, baking chocolate, cedar, narcissus in aroma and cup. Bittersweet structure with brisk acidity; crisp, satiny mouthfeel. Finish consolidates to notes of chocolate and citrus.","Comprised entirely of the rare Pink Bourbon variety of Arabica and processed by the anaerobic natural method, in which fermentation of the whole fruit occurs in a hermetically sealed vessel. Jaunt Coffee Roasters is a San Diego-based roaster and café with an extensive coffee and food menu. Visit www.jauntcoffee.com for more information. ",An invitingly bittersweet Colombia Pink Bourbon processed by the anaerobic natural method: chocolaty and citrusy with floral undertones.
Burundi Kabarore Commune,Jaunt Coffee Roasters,Medium-Light,United States,Kayanza Province,Burundi,5.88,92,June 2022,"Delicate, balanced, sweet-toned. Baking chocolate, pear, almond, fresh-cut oak, agave syrup in aroma and cup. Brisk acidity; velvety-smooth mouthfeel. Sweetly nutty finish supported by notes of agave and oak.","Produced by smallholding farmers of the Kaboarore Commune entirely of the Bourbon variety of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Jaunt Coffee Roasters is a San Diego-based roaster and café with an extensive coffee and food menu. Visit www.jauntcoffee.com for more information. ","A friendly, accessible washed Burundi cup; crisply chocolaty and nut-toned throughout."
Ecuador Peñaherrera AAA,Bird Rock Coffee Roasters,Medium-Light,United States,Ibarra,Imbabura Province,7.35,95,June 2022,"Richly sweet, high-toned. Mulberry, dark chocolate, agave syrup, lemon verbena, cedar in aroma and cup. Sweet in structure with juicy-bright acidity; very full, syrupy mouthfeel. Resonant, long, flavor-saturated finish.","Produced by Mario Andrade and Jose Martin Obando from trees of the Bourbon and Caturra varieties of Arabica, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title by Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.",A compelling berry- and chocolate-driven Ecuador cup with juicy acidity and a plush mouthfeel.
Quartet Kaffe Blend No.10,Quartet Kaffe,Medium-Light,Taiwan,Ethiopia,Kenya,8.0,94,July 2022,"Evaluated as espresso. Deeply sweet, rich-toned, chocolaty. Dark chocolate, cashew butter, pomegranate, lemon verbena, cedar in aroma and cup. Creamy-smooth mouthfeel; crisply sweet finish consolidates to notes of dark chocolate and pomegranate. In cappuccino-scaled milk, chocolate notes bloom, tart fruit notes are tempered, and floral hints are further amplified.","A blend of coffees from Ethiopia, Kenya, Bolivia and Panama, roasted for espresso applications. Quartet Kaffe is an artisan roastery in Taiwan founded in 2018, dedicated to pursuing coffee performance art and offering unique specialty coffee. Visit www.facebook.com/QuartetKaffe for more information.","A multi-layered espresso blend with tart fruit, deeply sweet flowers, and rich chocolate notes throughout."
Ethiopia Anasora Extended Natural Special Lot,Quartet Kaffe,Medium-Light,Taiwan,Guji Zone,Oromia Region,14.08,94,July 2022,"Juicy, bright, fruit- and floral-toned, savory-edged. Shitake mushroom, dark chocolate, grape candy, wisteria, amber in aroma and cup. Sweet-tart structure with cola-like acidity; plush, syrupy mouthfeel. Long, lingering, flavor-saturated finish.","Produced by smallholding farmers largely from local landrace varieties of Arabica, and processed at the Anasora Washing Station owned by Isreal Degefa utilizing a proprietary anaerobic natural method (whole fruit is fermented with limited oxygen before drying). Quartet Kaffe is an artisan roastery in Taiwan founded in 2018, dedicated to pursuing coffee performance art and offering unique specialty coffee. Visit www.facebook.com/QuartetKaffe for more information.",A uniquely composed anaerobically processed coffee with sweet-tart-savory impulses in balanced harmony. 
Canet Musician Series Mozart Raisin Honey,Cafe Fugu Roasters,Medium-Light,Taiwan,Tarrazu Growing Region,Costa Rica,10.08,92,July 2022,"Gently fruit-forward. Raspberry, honey, almond butter, magnolia, grapefruit zest in aroma and cup. Sweet-toned structure with brisk acidity; plush, syrupy mouthfeel. The sweet-toned finish centers around notes of raspberry, magnolia and honey. ","Produced by smallholding members of Asocafe Canet entirely of the Caturra variety of Arabica, and processed by the honey method, in which the skins are removed from the fruit but some of the fruit flesh (mucilage) is allowed to dry on the beans. Cafe Fugu is a nano-roaster and coffee shop based in Taipei, Taiwan. Visit www.facebook.com/cafefuguroasters for more information.",A pretty honey-processed Costa Rica cup with distinct berry notes and lush florals.
Aomori Espresso House Blend,Cafe Fugu Roasters,Medium-Light,Taiwan,Colombia,Guatemala,6.72,92,July 2022,"Evaluated as espresso. Balanced, deep-toned. Baking chocolate, tamarind, cedar, narcissus, agave syrup in aroma and small cup. Crisp, lightly satiny mouthfeel; richly drying finish with notes of baking chocolate and cedar. In three parts milk, nice dark chocolate and narcissus notes supported by agave.","A blend of coffees from Colombia, Guatemala and Ethiopia roasted for espresso applications. Cafe Fugu is a nano-roaster and coffee shop based in Taipei, Taiwan. Visit www.facebook.com/cafefuguroasters for more information.",A solid medium-roasted espresso blend with floral top notes and rich chocolate bottom notes in both straight shot and milk.
Ethiopia Honey Yirgacheffe Idido G1,Kakalove Cafe,Medium-Light,Taiwan,Gedeo Zone,Snnp Region,4.96,95,July 2022,"Delicate, complex, multi-layered. Cocoa nib, orange blossom oil, hop flowers, tangerine, cedar in aroma and cup. Richly sweet-tart structure with citrusy acidity; full, syrupy-smooth mouthfeel. The floral-toned, citrusy finish is supported by cocoa nib and cedar notes.","Produced by small-holding farmers largely from trees of indigenous landrace varieties of Arabica long grown in the region, and processed by the honey method (skins are removed but at least some of the sticky fruit flesh is allowed to dry on the beans). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","An intricately, almost mysteriously nuanced coffee with bittersweet citrus and florals in front and ballast from crisp cocoa nib and rich aromatic wood."
Taiwan Natural Alishan Ching-Ye Farm,Kakalove Cafe,Medium-Light,Taiwan,Alishan,Chia-Yi,15.58,94,July 2022,"Deep-toned, intricately balanced. Dried mulberry, dark chocolate, magnolia, sandalwood, pink peppercorn in aroma and small cup. Juicy-sweet structure with high-toned acidity; very full, syrupy mouthfeel. The resonant finish consolidates to notes of dried mulberry and pink peppercorn.",Produced at Ching-Ye farm in Taiwan entirely of the SL34 variety of Arabica and processed by the natural method (dried in the whole fruit). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.,"A richly chocolaty, fruit-forward, spice-toned natural-processed Taiwan Alishan cup."
Dreadnaught Espresso,Trident Coffee,Medium,United States,Cajamarca Region,Peru,5.28,92,July 2022,"Evaluated as espresso. Chocolaty, roast-rounded. Cocoa powder, date, salted caramel, gardenia, fresh-cut fir in aroma and small cup. Crisp, velvety mouthfeel; sweet, chocolaty and wood-framed finish. In three parts milk, both chocolate and floral notes bloom, with undertones of date and gardenia.","Trident’s tagline is “All Ahead. All Together.” Coffees are sold online, in its TapRooms, and in +1200 locations around the country. Visit www.tridentcoffee.com for more information.","Although described as a blend, this is a solid single-origin espresso from Peru, roasted to medium-dark to emphasize notes of chocolate and caramel."
Trident Carmo de Minas,Trident Coffee,Medium-Light,United States,Carmo De Minas Growing Region,Northeastern Minas Gerais State,5.28,90,July 2022,"Sweetly nut-toned. Cashew, caramel, cedar, orange zest, lily in aroma and cup. Sweet structure with brisk acidity; lightly satiny mouthfeel. The finish centers around notes of cashew and cedar with caramel undertones.","Trident’s tagline is “All Ahead. All Together.” Coffees are sold online, in its TapRooms, and in +1200 locations around the country. Visit www.tridentcoffee.com for more information.","A friendly, straightforward Brazil cup, sweetly nut-toned with support from citrus and floral notes."
Hawaii Ka‘ū Bourbon Anaerobic Natural,Paradise Roasters,Medium-Light,United States,Ka‘Ū Growing Region,Big Island Of Hawai’I,26.46,95,July 2022,"Richly sweet-tart, floral and fruit-driven. Mango, cocoa nib, ginger blossom, lime zest, cedar in aroma and cup. Balanced, tart-leaning structure with vibrant, juicy acidity; lightly viscous, silky mouthfeel. Long, flavor-saturated finish centered around fruit and florals.","100% Red Bourbon grown by Leo Norberte of JN Coffee Farm and processed by Miguel Meza employing a proprietary anaerobic natural process that involves inoculation with wine yeast strains. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","An anaerobic natural from the Big Island of Hawai’i that evokes the tropics with its rich fruit and floral tendencies — the bright, juicy acidity is a bonus. "
Chelchele Ethiopia,JBC Coffee Roasters,Medium-Light,United States,Gedeb District,Gedeo Zone,5.58,94,July 2022,"Elegant, delicately aromatic, floral. Honeysuckle, cocoa nib, pink peppercorn, red plum, pomelo in aroma and cup. Sweetly tart with juicy, balanced acidity; plush, syrupy-smooth mouthfeel. Floral- and cocoa-toned finish.",Yirgacheffe coffees like this one are largely produced from traditional Ethiopian landrace varieties of Arabica long grown in the region. This is a wet-processed or “washed” version (fruit skin and flesh are removed before drying). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.,"A complex, enticingly subtle washed Ethiopia cup laden with spicy floral, sweet stone fruit, and rich cocoa notes."
Colombia Antioquia Magico,Paradise Roasters,Light,United States,Urrao,Antioquia Department,11.17,94,July 2022,"Richly chocolaty, sweetly tart. Nectarine, dark chocolate, lemon verbena, lavender, fresh-cut oak in aroma and cup. Sweet structure with high-toned acidity; very full, satiny-smooth mouthfeel. Crisply sweet, chocolaty finish with undertones of lemon verbena and a hint of lavender.","Produced by Albeiro de Jesus Ramirez Aguirre of Finca El Roble entirely of the local Chiroso variety of Arabica, and processed by the washed method (fruit skin and flesh are removed before drying). Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","A deeply aromatic, chocolate-toned washed Colombia cup from the rare Chiroso variety, redolent of stone fruit, spicy florals, and sweet herbs."
Honeyed Floral,1980 CAFE,Light,Taiwan,Guji Zone,Oromia Region,6.34,93,July 2022,"Juicy, richly floral-toned. Lilac, cocoa nib, pink grapefruit zest, almond butter, fresh-cut oak in aroma and cup. Sweet-tart structure with bright, juicy acidity; crisply satiny mouthfeel. The engaging finish leads with notes of lilac and pink grapefruit zest, rounding to almond butter and oak in the long.","Produced by smallholding farmers largely from trees of indigenous landrace varieties of Arabica long grown in the region, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). 1980 Cafe is a Tainan City, Taiwan-based specialty coffee roaster. Visit https://www.1980cafetw.com for more information.",A classic washed-process Ethiopia cup with especially vibrant acidity and spice-toned floral notes throughout.
Karamo Ethiopia Sidama Natural G1,1980 CAFE,Medium-Light,Taiwan,Sidama Growing Region,Southern Ethiopia,6.34,93,July 2022,"Deeply fruit-toned, richly chocolaty. Dried apricot, dark chocolate, narcissus, cedar, almond in aroma and cup in aroma and cup. Sweetly tart structure with brisk acidity; full, syrupy mouthfeel. The crisp finish consolidates to notes of dried apricot, dark chocolate and cedar.","Produced by smallholding farmers entirely of the Karamo Variety 74158, and processed by the natural method (dried in the whole fruit). 1980 Cafe is a Tainan City, Taiwan-based specialty coffee roaster. Visit https://www.1980cafetw.com for more information.","An invitingly sweet, crisply tart, chocolaty natural-processed Ethiopia cup."
Caramel Rocher,1980 CAFE,Medium-Light,Taiwan,West Valley,Costa Rica,6.34,92,July 2022,"Crisp, delicately fruit-forward. Pomegranate, amber, cocoa nib, marjoram, freesia in aroma and cup. Sweet-toned structure with gentle acidity; crisp, velvety mouthfeel. The finish leads with notes of amber and marjoram with floral undertones.","Grown in the West Valley region of Costa Rica and processed by the natural method (dried in the whole fruit). 1980 Cafe is a Tainan City, Taiwan-based specialty coffee roaster. Visit https://www.1980cafetw.com for more information.",A quietly confident natural-processed Costa Rica cup with sweet herb and spicy floral notes supporting a stone fruit throughline.
Costa Rica Hacienda La Minita,RamsHead Coffee Roasters,Medium-Light,United States,Los Santos,Tarrazú,5.14,94,July 2022,"Elegantly fruit-toned. Strawberry-guava, pistachio, lime zest, freesia, cedar in aroma and cup. Sweetly tart structure with vibrant, juicy acidity; full, syrupy mouthfeel. The finish centers around notes of strawberry-guava and pistachio with cedar undertones.","Produced at Hacienda La Minita entirely of the Caturra variety of Arabica, and processed by the honey method, in which the skin is stripped off the coffee fruit but some of the fruit flesh is left to dry on the beans. RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com. ","A delicate, balanced honey-processed Costa Rica cup with notes of tropical fruit and complex, pistachio-like nut tones."
Rwanda Karambi Station Natural,RamsHead Coffee Roasters,Medium-Light,United States,Nyamasheke District,Rwanda,5.14,93,July 2022,"Crisply tart, sweetly herbaceous. Tangerine, thyme, tea rose, fresh-cut oak, baking chocolate in aroma and cup. Sweet-tart structure with brisk acidity; satiny-smooth mouthfeel. The citrusy finish leads with notes of tangerine and tea rose.","Produced by smallholding farmers surrounding the Karambi Washing Station (two-thirds of whom are women) entirely of the Bourbon variety of Arabica, and processed by the natural method (dried in the whole fruit). RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com. ","A clean natural-processed Rwanda cup with an especially appealing, satiny body and a balance of citrus, chocolate and herb notes."
Lone Peak Cafe Series Blend,RamsHead Coffee Roasters,Medium,United States,El Salvador,Costa Rica,5.14,92,July 2022,"Deep-toned, richly sweet. Date, dark chocolate, hazelnut, magnolia, cedar in aroma and cup. Sweet structure with gentle, round acidity; plush, creamy mouthfeel. The crisp finish simplifies to notes of dark chocolate and cedar.","A blend composed of two washed-process coffees (fruit skin and flesh are removed from the beans before they are dried), one from El Salvador and one from Costa Rica. RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com. ","A chocolaty and richly aromatic cup with sweet nut, fruit and floral tones supported by fragrant, cedar-like wood."
El Salvador Aida Batlle La Florida Natural,Moore Coffee,Medium-Light,United States,Apaneca-Ilamatepec Growing Region,El Salvador,5.48,95,July 2022,"Richly floral, fruit-toned, balanced. Passion fruit, pink peppercorn, star jasmine, cocoa nib, sandalwood in aroma and cup. Sweetly tart structure with vibrant acidity; syrupy, viscous mouthfeel. The spicy-floral finish leads with notes of star jasmine and cocoa nib.","Produced by Aida Batlle at La Florida Farm from trees of the Bourbon and Pacas varieties of Arabica, and processed by the natural method (dried in the whole fruit). Moore Coffee is a roast-to-order artisan coffee roasting company with a well-developed Internet business and wholesale accounts. Visit www.moorecoffee.com or call 800-994-8060 for more information.","A nuanced, multi-layered natural-processed El Salvador cup, elegantly floral, deeply fruit-forward and intricately balanced."
Colombia Geisha Cordillera,Nostalgia Coffee Roasters,Medium-Light,United States,Santa Barbara,Antioquia Department,28.66,95,July 2022,"Richly aromatic, chocolaty and fruit-driven. Dark chocolate fudge, dried blueberry, baking spices (clove, nutmeg, cinnamon), magnolia, a hint of wine barrel in aroma and cup. Deeply sweet structure with fruit-toned acidity; creamy, smooth mouthfeel. Long, resonant finish: chocolate, flowers, fruit.","Produced by Felipe Trujillo of La Ventolera Farm entirely of the Geisha variety of Arabica, and processed by the natural method (dried in the whole fruit). Nostalgia Coffee Roasters is a woman-owned specialty coffee roaster founded by Taylor Fields in 2018 as a mobile café. Nostalgia is now focused on bringing exceptional coffee to folks around the world via its online store and wholesale program. Visit www.nostalgiacoffeeroasters.com for more information.","A triangular sensory experience of fruit, florals and chocolate with an especially integrated and satisfying finish — an exacting and exciting coffee. "
Ethiopia Raro Boda,Bird Rock Coffee Roasters,Medium-Light,United States,Guji Zone,Oromia Region,6.47,94,July 2022,"Citrusy-sweet, richly cocoa-toned. Tangerine, cocoa nib, marjoram, narcissus, fresh-cut cedar in aroma and cup. Sweetly tart structure with bright, balanced acidity; silky-smooth mouthfeel. Finish consolidates to pretty notes of cocoa nib and tangerine.","Produced in the Guji growing region, nestled next to Ethiopia's better-known Yirgacheffe and Sidamo regions, from indigenous landrace varieties of Arabica long grown in the region. Processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Certified USDA and CCOF organic. Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title by Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.","A classic washed Ethiopia cup: sweet, tart, citrusy and cocoa-toned with a pleasingly complex structure and vibrant acidity."
