name,roaster,roast,loc_country,origin,100g_USD,rating,review_date,review
Organic 18 Rabbits Honduras,Cafe Kreyol,Medium-Light,United States,Honduras,3.82,91,November 2021,"Quietly nuanced, nut-forward. Hazelnut, caramel, grapefruit, fresh-cut fir, a hint of gardenia in aroma and cup. Sweetly brisk structure; velvety mouthfeel. The nut-toned finish is supported by caramel and spice-toned florals."
Colombia La Estrella Carbonic Maceration,Peach Coffee Roasters,Medium-Light,United States,Colombia,8.23,93,November 2021,"Delicately and confidently sweet. Watermelon candy, lemon-thyme, cocoa nib, freesia, fresh-cut oak in aroma and cup. Sweet-tart structure with brisk acidity; very smooth, full mouthfeel. Sweetly herbaceous finish."
Ethiopia Sidama Bensa Farmer Tamiru 74158 Natural,Taster’s Coffee,Light,Taiwan,Ethiopia,16.28,96,November 2021,"Passion fruit, dark chocolate, frankincense, wisteria, sandalwood in aroma and cup. Richly sweet-tart structure with high-toned, juicy acidity; plush, syrupy mouthfeel. Lasting, flavor-saturated finish with nuanced layers of fruit and florals into the long."
Holiday Coffee,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,22.02,96,November 2021,"Richly sweet-savory, deep-toned. Baking spices, dark chocolate, date, narcissus, tangerine zest in aroma and cup. Sweetly savory structure with juicy, resonant acidity; plush, creamy mouthfeel. Long, lingering, flavor-saturated finish that leads with baking spices with undertones of dark chocolate and narcissus."
Mama Cata Mokkita,Paradise Roasters,Medium-Light,United States,Panama,132.28,97,November 2021,"Aromatically other-worldly, resoundingly juicy. Caramelized pineapple, aromatic orchid, pistachio, raw chocolate, oolong tea in aroma and cup. Sweet-savory-tart structure with gently bright acidity; deep, syrupy mouthfeel. Flavor-laden finish with especially impressive fruit and florals."
Ethiopia Tamiru Tadesse Anaerobic,Genesis Coffee Lab,Light,United States,Ethiopia,127.87,96,November 2021,"Richly sweet-tart, delicately balanced. Lychee, cocoa nib, sandalwood, star jasmine, hot buttered rum in aroma and cup. High-toned structure with juicy-bright acidity; very smooth, syrupy mouthfeel. Resonant, flavor-laden finish."
Panama Hacienda La Esmeralda Gesha,modcup coffee,Light,United States,Panama,29.39,94,December 2021,"High-toned, balanced, richly sweet-tart. Dried apricot, star jasmine, cocoa nib, caramel, star anise in aroma and cup. Sweetly tart structure with juicy, engaging"
Natural Ka’u Maragogipe,Big Island Coffee Roasters,Medium-Light,Hawai'i,Hawai'I,16.75,94,December 2021,"Richly sweet-savory. Caramel, guava, rose hips, hop flowers, pink peppercorn in aroma and cup. Balanced, bittersweet structure with sweetly brisk acidity; plush, syrupy mouthfeel. Spice-toned finish consolidates to notes of pink peppercorn and caramel."
Ethiopia Washed Sidama Bensa Bombe,Kakalove Cafe,Light,Taiwan,Ethiopia,5.31,94,December 2021,"Delicately sweet-tart, rich-toned. Dried apricot, dark chocolate, cashew butter, plumeria, pink grapefruit zest in aroma and cup. Sweet structure with tart, juicy"
Philippines Sitio Belis,Paradise Roasters,Medium-Light,United States,Philippines,11.76,93,November 2021,"Delicately tropical. Lychee, ginger blossom, cocoa nib, amber, agave syrup in aroma and cup. Sweet, lively structure with juicy acidity; crisp, silky mouthfeel."
Ethiopia Bedessa,Jaunt Coffee Roasters,Medium-Light,United States,Ethiopia,7.35,92,November 2021,"Delicately sweet-tart. Cocoa nib, green plum, hazelnut, lavender, fresh-cut fir in aroma and cup. Crisply sweet structure with bright, citrusy acidity; velvety"
Espresso,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,27.76,94,November 2021,"Evaluated as espresso. Balanced, chocolaty, subtly fruit-toned. Dark chocolate, tamarind, wild honey, marjoram, honeysuckle in aroma and small cup. Plush, syrupy mouthfeel; chocolaty finish with undertones of tamarind and wild honey. In cappuccino-scaled milk, tart tamarind notes stand up to the chocolate, and undercurrents of honeysuckle contribute sweet spice notes."
Organic Ethiopia Shantawene Natural,Mr. Espresso,Medium-Light,United States,Ethiopia,5.0,92,November 2021,"Crisp, lively, citrus-toned. Meyer lemon zest, plum, cocoa nib, freesia-like flowers, agave syrup in aroma and cup. Sweet-tart structure with brisk acidity; full, syrupy-smooth mouthfeel. The finish leads with Meyer lemon and cocoa notes supported by a hint of agave syrup."
Ethiopia Sidama Durato Bombe,Coffee By Design,Medium-Light,United States,Ethiopia,4.08,91,November 2021,"Aromatic, wood-framed, berry-toned. Berry melange, fresh-cut cedar, agave syrup, lily, grapefruit zest in aroma and cup. Sweet structure with gentle, round acidity; crisp, silky mouthfeel. Wood-framed finish with berry and grapefruit undertones."
Ethiopia Lecho Torka,Old Soul Co.,Medium-Light,United States,Ethiopia,5.88,92,November 2021,"Flavor-saturated, sweetly tart. Candy apple, lime zest, cocoa nib, freesia-like flowers, fresh-cut fir in aroma and cup. Gently tart structure with crisp acidity; velvety-smooth mouthfeel. Wood-framed finish with undertones of cocoa nib and lime zest."
Ethiopia Hambela Tetsu Process,Mute Roaster,Light,China,Ethiopia,22.53,90,December 2021,"Crisply, quietly sweet-savory. Pear, Brazil nut, fir, brown sugar, carnation in aroma and cup. Sweet structure with brisk acidity; velvety mouthfeel. Gently drying, nut-toned finish."
Finca Huixoc Maracaturra,El Gran Cafe,Medium-Light,Guatemala,Guatemala,3.82,90,December 2021,"Richly bittersweet, complex. Dark chocolate, sassafras, honey, pear, cashew in aroma and cup. Bittersweet structure with pert acidity; satiny-smooth mouthfeel."
Kenya Nyeri AA Hercules,Luv Moshi,Medium-Light,Taiwan,Kenya,7.08,93,December 2021,"Balanced, sweetly savory. Narcissus, date, orange zest, tamarind, cedar in aroma and cup. Sweet structure with brisk acidity; full, syrupy-smooth mouthfeel. The finish leads with notes of tamarind, supported by orange zest and cedar."
Proyecto Aurora,El Gran Cafe,Medium-Light,Guatemala,Guatemala,2.94,92,December 2021,"Richly floral, deep-toned. Narcissus, cocoa nib, peach, fir, almond in aroma and cup. Sweet structure with pert acidity; velvety mouthfeel. The finish shows a pretty floral throughline supported by notes of stone fruit and cocoa nib."
Las Moritas Yellow Caturra,El Gran Cafe,Light,Guatemala,Guatemala,3.82,87,December 2021,"Gently fruit-toned, wood-framed. Prune, balsa wood, hazelnut, orange zest, a hint of freesia in aroma and cup. Sweet-savory structure with gently bittersweet acidity; velvety mouthfeel. Notes of balsa and hazelnut drive the finish."
El Pintado Classico,El Gran Cafe,Light,Guatemala,Guatemala,4.85,87,December 2021,"Delicate, crisply sweet. Pistachio, fir, lime zest, freesia, brown sugar in aroma and cup. Sweet-toned structure with gentle acidity; velvety mouthfeel. The finish consolidates to notes of fir and lime zest."
5a Poniente,El Gran Cafe,Medium,Guatemala,Guatemala,1.47,88,December 2021,"Richly bittersweet. Dark chocolate, hop flowers, fir, almond, raisin in aroma and cup. Bittersweet structure with gentle acidity; very full, syrupy mouthfeel. The crisp, chocolaty finish is supported by smoky aromatic wood notes."
Esperanza Villa Sarchi,El Gran Cafe,Light,Guatemala,Guatemala,4.85,90,December 2021,"Balanced, richly bittersweet. Cocoa powder, prairie flowers, date, lily, fresh-cut oak in aroma and cup. Savory-sweet structure with bittersweet acidity; full, syrupy mouthfeel. The gently drying finish centers around notes of cocoa powder and fir."
Esperanza Bourbon,El Gran Cafe,Medium-Light,Guatemala,Guatemala,4.85,92,December 2021,"Bright, deeply chocolaty. Dark chocolate, grapefruit zest, plum, hazelnut, thyme in aroma and cup. Sweet-tart structure with juicy acidity; full, satiny mouthfeel. Chocolaty, nut-toned finish with undertones of fresh-cut thyme."
Finca San Carlos,El Gran Cafe,Light,Guatemala,Guatemala,3.82,88,December 2021,"Crisply sweet-savory. Pecan, pie cherry, brown sugar, oak, a hint of gardenia in aroma and cup. Bittersweet structure with brisk acidity; chewy mouthfeel. Pecan tones prevail in the crisply sweet finish."
5a Sur,El Gran Cafe,Medium,Guatemala,Guatemala,1.47,89,December 2021,"Crisply sweet, nut-toned. Cashew butter, baking chocolate, magnolia, pear, cedar in aroma and cup. Sweetly brisk structure; satiny mouthfeel. The finish consolidates to notes of cashew and cedar."
Hacienda La Esmeralda Montañas 71AS,Difference Coffee,Medium-Light,England,Panama,80.0,96,December 2021,"Complex, uniquely composed, tropical. Ginger blossom, cocoa nib, lychee, sandalwood, wild honey in aroma and cup. Sweetly tart structure with bright, juicy acidity; syrupy-smooth mouthfeel. The finish carries through on the promise of the cup, with rich fruit notes in the short and deep florals in the long."
Ethiopia Nano Genji #5,Collage Coffee,Medium-Light,United States,Ethiopia,5.64,93,December 2021,"Richly floral-toned, deeply sweet. Narcissus, Meyer lemon zest, cocoa nib, marjoram, maple syrup in aroma and cup. Sweet-toned structure with juicy, bright acidity; syrupy-smooth mouthfeel. Balanced floral, citrusy finish."
Ethiopia Yirgacheffe Aramo,States Coffee,Medium-Light,United States,Ethiopia,5.29,93,December 2021,"Bright with spice-toned florals. Star jasmine, cocoa nib, grapefruit zest, agave syrup, cedar in aroma and cup. Sweet-tart structure with bright, juicy acidity; full,"
Kenya Nyeri Gatomboya,States Coffee,Medium-Light,United States,Kenya,5.29,94,December 2021,"Richly sweet, deeply savory. Wisteria, red currant, lime zest, tamarind, sandalwood in aroma and cup. Balanced structure with lively acidity; plush, syrupy-smooth mouthfeel. The bright finish leads with wisteria and red currant in the short; lime grapefruit zest and sandalwood carry the long."
Subrosa Ethiopia Kayon Mountain Organic Natural,States Coffee,Medium-Light,United States,Ethiopia,5.29,93,December 2021,"Gently sweet-tart, cocoa-toned. Cocoa nib, orange, narcissus, mango, cedar in aroma and cup. Intricately sweet, bright, with brisk acidity; full, syrupy mouthfeel. The quietly sweet finish consolidates to cocoa-toned mango and cedar."
Ethiopia Bench Maji Natural Gesha,VERYTIME,Light,Taiwan,Ethiopia,7.79,94,December 2021,"Rich, intensely sweet, floral-toned. Lilac, tangerine, cocoa nib, apricot, myrrh in aroma and cup. Lively, sweet-tart structure with bright acidity; plush, syrupy-smooth mouthfeel. The resonant finish centers around juicy citrus and lilac tones, grounded by cocoa nib."
Ethiopia Aphrodite Washed Espresso,Simon Hsieh Aroma Roast Coffees,Medium,Taiwan,Ethiopia,12.04,96,January 2022,"Evaluated as espresso. Aromatic orchid, dark chocolate, black cherry, gently scorched sandalwood, tarragon in aroma and small cup. Creamy-smooth mouthfeel; resonant, complex, long finish. In three parts milk, floral and fruit tones harmonize with dark chocolate for a particularly complex cappuccino."
Kona Tropical Punch Washed,Paradise Roasters,Medium-Light,United States,Hawai'I,22.05,94,January 2022,"Richly fruit-toned, complex. Dried mango, cocoa nib, cascara (coffee cherry tea), lilac, cedar in aroma and cup. Bittersweet structure with winy acidity; satiny-smooth mouthfeel. Fruit-driven finish with a bittersweet undercurrent that lends complexity."
Gatomboya Kenya,JBC Coffee Roasters,Medium-Light,United States,Kenya,6.47,93,January 2022,"Deep-toned, sweetly savory. Ripe tomato, baking chocolate, black currant, fresh-cut oak, lemon verbena in aroma and cup. Sweet-savory structure with crisp acidity; plush, syrupy mouthfeel. A quiet finish centers around notes of baking chocolate and aromatic oak."
Ethiopia Banko Gotiti Daniel Mijane,Old World Coffee Lab,Medium-Light,United States,Ethiopia,5.58,92,January 2022,"Sweetly herbaceous, citrus-toned. Thyme, lemon balm, cocoa nib, freesia-like flowers, maple syrup in aroma and cup. Sweet-tart structure with balanced acidity; satiny-smooth mouthfeel. The finish leads with sweet herb notes supported by cocoa nib."
Ka’u Bourbon Champagne Natural,Paradise Roasters,Medium-Light,United States,Hawai'I,26.46,94,January 2022,"Tropical, floral, and fruit-toned. Star jasmine, lychee, dark chocolate, cashew butter, sandalwood in aroma and cup. High-toned structure with vibrant acidity; very full, satiny mouthfeel. Fruit-toned finish with undertones of cashew and sandalwood."
Ethiopia Bedhatu Natural,Old World Coffee Lab,Medium-Light,United States,Ethiopia,6.03,93,January 2022,"Delicately sweet-tart. Berry melange, pink peppercorn, honeysuckle, baker’s chocolate, lemon verbena in aroma and cup. Sweetly tart structure with crisp acidity; satiny-smooth mouthfeel. The herb-toned finish leads with notes of lemon verbena"
Ethiopia Bedhatu Washed,Old World Coffee Lab,Medium-Light,United States,Ethiopia,5.88,92,January 2022,"Balanced; richly bittersweet. Tangerine zest, cocoa nib, date, magnolia, cedar in aroma and cup. Delicately sweet structure with gentle acidity; smooth, silky mouthfeel. Cocoa- and citrus-toned finish."
Panama Mama Cata Geisha Champagne Natural,Paradise Roasters,Light,United States,Panama,44.09,95,December 2021,"Lively, balanced, elegantly sweet-tart. Lime blossom, lychee, blood orange, cocoa nib, honey in aroma and cup. Gently bright structure with vibrant acidity; silky-smooth mouthfeel. Resonant, long, rich-toned finish."
Ethiopia Yirgacheffe Worka Sakaro,Paradise Roasters,Medium-Light,United States,Ethiopia,7.35,95,December 2021,"Bright, juicy, citrusy. Star Jasmine, tangerine zest, cocoa nib, almond, hint of spearmint in aroma and cup. Sweet-tart structure with nimble acidity; very smooth, satiny mouthfeel. Floral-toned finish supported by notes of tangerine zest and almond."
Haraaz Red,JBC Coffee Roasters,Medium-Light,United States,Yemen,8.82,93,December 2021,"Crisply fruit-forward, sweetly tart. Goji berry, cinnamon, carnation, dark chocolate, hazelnut in aroma and cup. Deeply sweet structure with crisp acidity; plush, satiny mouthfeel. Gently fruity finish centered around notes of dark chocolate and goji berry."
Guatemala Acatenango Gesha,Jaunt Coffee Roasters,Light,United States,Guatemala,10.58,94,December 2021,"Floral-toned, delicately complex. Lilac, amber, apricot, caramel, a hint of thyme in aroma and cup. Sweetly tart structure with bright acidity; silky, viscous mouthfeel. The finish consolidates to notes of amber and caramel, supported by sweet thyme."
Costa Rica Luis Campos Termico,Revel Coffee,Medium-Light,United States,Costa Rica,7.64,93,December 2021,"Richly fruit-forward, deeply sweet-savory. Dried mango, saltwater taffy, hop flowers, agave syrup, oak in aroma and cup. Bittersweet structure with brisk acidity; satiny-smooth mouthfeel. The resonant finish centers around notes of mango and hop flowers supported by oak."
Kenya Gakuyuini AA,RamsHead Coffee Roasters,Medium-Light,United States,Kenya,4.98,94,January 2022,"Deeply sweet-savory, yet bright and juicy. Dark chocolate, hop flowers, apricot, marjoram, cedar in aroma and cup. Sweetly savory structure with vibrant acidity; crisp, lightly satiny mouthfeel. The long, lingering finish retains its flavor-saturated, engaging structure throughout."
Colombia Manos Juntas,Conscious Cup Coffee Roasters,Medium-Light,United States,Colombia,8.52,92,January 2022,"Crisply sweet-savory. Baking chocolate, raspberry, cedar, shiitake mushroom, hazelnut in aroma and cup. Sweetly savory structure with brisk acidity; velvety mouthfeel. The finish consolidates to notes of baking chocolate and cedar."
Ethiopia Guji Goro Bedessa,Conscious Cup Coffee Roasters,Medium-Light,United States,Ethiopia,7.05,93,January 2022,"Rich-toned, crisply sweet. Apricot, honeysuckle, cocoa nib, fresh-cut oak, maple syrup in aroma and cup. Sweet-tart structure with bright, juicy acidity; lightly satiny mouthfeel. Cocoa-driven finish with undertones of maple syrup."
Ethiopia Guji Hambela G1 Kudume Wolicho Honey,GK Coffee,Light,Taiwan,Ethiopia,10.4,93,January 2022,"Fruit-forward, richly sweet-tart. Blackberry jam, brown sugar, cocoa nib, fresh-cut oak, jasmine in aroma and cup. Sweet-toned structure with lively acidity; crisp, satiny mouthfeel. Fruit-toned finish with undertones of brown sugar and oak."
Hacienda Esmeralda Ethiopian Accessions,modcup coffee,Light,United States,Panama,11.02,95,January 2022,"Bright, balanced, floral-driven. Ginger blossom, red plum, cocoa nib, tangerine zest, fresh-cut oak in aroma and cup. Juicy-sweet structure with lively acidity; plush, syrupy mouthfeel. Cocoa-toned finish with undertones of tangerine zest."
Gelena Geisha,Corvus Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,94,January 2022,"Deeply sweet, slightly fermenty. Dark chocolate, orange zest, whiskey barrel, almond butter, magnolia in aroma and cup. Bittersweet structure with round acidity; viscous, buoyant mouthfeel. Long, flavor-saturated, balanced finish."
Ethiopia Anaerobic Natural,modcup coffee,Medium-Light,United States,Ethiopia,11.02,94,January 2022,"Deep-toned, sweetly savory. Concord grape, hop flowers, grapefruit"
Silver Monk Seasonal Blend,Corvus Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,92,January 2022,"Floral-toned, gently spicy. Freesia-like flowers, cocoa nib, orange zest, candied walnut, fresh-cut fir in aroma and cup. Crisply sweet finish with brisk acidity; lightly satiny mouthfeel. Crisp, bittersweet finish with notes of freesia and candied walnut."
Holiday Reserve Roast — Costa Rica Termico,Folklore Coffee,Medium-Light,United States,Costa Rica,7.35,92,January 2022,"Richly spice-toned, fruit-driven. Dried papaya, salted caramel, cinnamon, nutmeg, agave syrup in aroma and cup. Sweet, low-toned structure with round acidity; syrupy-smooth mouthfeel. The quiet finish centers around notes of papaya, caramel and nutmeg."
Ethiopia Guji Washed G1 Uncle Select Lot 21/01,GK Coffee,Medium-Light,Taiwan,Ethiopia,8.8,93,January 2022,"Crisply sweet, floral-toned. Jasmine, cocoa nib, apricot, oak, thyme in aroma and cup. Sweet-toned structure with bright acidity. Silky-smooth mouthfeel. The finish consolidates to notes of cocoa-toned jasmine."
Medium-Dark Roast,Kona Love Coffee Co.,Medium,Hawai'i,Hawai'I,7.72,91,February 2022,"Bold, chocolaty, rich-toned. Dark chocolate, nougat, gardenia, date, gently scorched cedar in aroma and cup. Sweet-savory structure with gentle, round acidity; creamy-smooth mouthfeel. Sweetly wood-framed, chocolaty finish."
Colombia Geisha Natural,Cafe Kreyol,Medium-Light,United States,Colombia,15.41,94,February 2022,"Richly fruity, balanced, complex. Mango, lemon verbena, cocoa nib, freesia-like flowers, sandalwood in aroma and cup. Sweetly tart with vibrant, high-toned acidity; full, syrupy mouthfeel. Fruit- and cocoa-toned finish. "
Colombia Caturra Anaerobic Natural,Cafe Kreyol,Medium-Light,United States,Colombia,11.0,92,February 2022,"Deeply sweet-savory. Watermelon candy (Jolly Rancher), chocolate fudge, oregano, cedar, hint of teriyaki sauce in aroma and cup. Savory-leaning structure with brisk acidity; lightly satiny mouthfeel. Salty, chocolaty finish."
Hunapu Natural Guatemala,JBC Coffee Roasters,Medium-Light,United States,Guatemala,5.58,94,January 2022,"Cleanly fruit-forward. Date, pink grapefruit zest, fresh-cut oak, hazelnut, magnolia in aroma and cup. Sweet structure with crisp acidity; buttery-smooth mouthfeel. The finish consolidates to pink grapefruit zest and hazelnut."
Ethiopia Natural Sidama TAMIRU 74158,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,11.33,96,January 2022,"Provocatively sweet, richly floral, musky. Aromatic orchid, cocoa nib, finger lime, fine musk, toffee in aroma and cup. Elegantly tart in structure with bright, juicy acidity; crisp yet syrupy mouthfeel. Very long, flavor-laden finish."
Uganda Organic Sipi Falls Honey,Jackrabbit Java,Medium-Light,United States,Uganda,5.29,93,January 2022,"Deep-toned, richly sweet. Dark chocolate, hazelnut butter, golden raisin, carnation, cedar in aroma and cup. Balanced structure with gentle acidity; very full, syrupy mouthfeel. Sweetly nut-toned finish with gently spicy aromatic wood suggestions."
Bedhatu Jibicho Natural,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.88,95,January 2022,"Richly fruit-toned, balanced. Raspberry, pink peppercorn, star jasmine, cocoa nib, lemon-thyme in aroma and cup. Sweetly tart structure with vibrant acidity; creamy-smooth mouthfeel. The sweetly herb-toned finish leads with notes of raspberry and cocoa nib."
Ethiopia Natural Guji DoReMi,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,2.97,95,January 2022,"Evaluated as espresso. Concentrated, sweet-tart-savory. Candycap mushroom, mulberry, sandalwood, almond nougat, ginger blossom in aroma and small cup. Creamy-viscous mouthfeel; intensely sweet-tart finish. In three parts milk, tart fruit and umami notes mingle with nut-toned caramel."
Gigesa Ethiopia,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,93,January 2022,"Bright, citrusy. Lime zest, cocoa nib, lychee, marjoram, freesia-like flowers in aroma and cup. Lively structure with crisp acidity; satiny, viscous mouthfeel. The finish consolidates to notes of lime zest and marjoram."
Ka’u Peaberry Hawai’i,Jackrabbit Java,Medium-Light,United States,Hawai'I,11.32,92,January 2022,"Cocoa-toned, gently bright. Cocoa powder, cashew, date, magnolia, fresh-cut fir in aroma and cup. Sweet structure with delicately bright acidity; velvety-smooth mouthfeel. Nut-toned, crisply chocolaty finish."
Ethiopia Bench Maji Gesha Village Dimma Illubabor Forest A6 Natural,Taster's Coffee,Light,Taiwan,Ethiopia,13.45,95,January 2022,"Gently fruit-toned, lyrically sweet. Nectarine, cherry blossom, almond butter, oregano, honey in aroma and cup. Richly sweet with high-toned acidity; full, syrupy mouthfeel. Integrated finish that retains all the notes from the aroma and cup."
Sumatra Siamang Forest,Paradise Roasters,Medium-Light,United States,Indonesia,7.35,94,January 2022,"Multi-layered, wide-ranging. Salted caramel, tangerine, lemon-thyme, cedar, magnolia in aroma and cup. Sweet structure with high-toned acidity; plush, syrupy mouthfeel. Resonant finish centers around notes of tangerine and caramel."
Costa Rica Brunca Rivense La Guaca Passion Honey,Home in Harmony,Medium-Light,Taiwan,Costa Rica,5.64,94,February 2022,"Richly sweet, delicately fermenty. Dried nectarine, dark chocolate, Cointreau, pink peppercorn, lilac in aroma and cup. Sweetly tart structure with winy acidity. Plush, syrupy mouthfeel. Quietly fermenty finish with notes of dark chocolate and Cointreau."
Ethiopia Gediyo Yirgacheffe Gedeb Worka Banko Gotiti Natural,Home in Harmony,Medium-Light,Taiwan,Ethiopia,4.93,93,February 2022,"Crisp, balanced, richly sweet. Dried blackberry, agave syrup, hop flowers, almond nougat, cocoa nib in aroma and cup. Sweet-savory structure with lively acidity; full, satiny mouthfeel. Notes of agave syrup and blackberry lead in the finish, with support from inviting bittersweet, hop-like florals."
Hunkute by Nordic Approach,Cafe Red Bean Shop,Light,Taiwan,Ethiopia,7.05,94,February 2022,"High-toned, floral-driven. Star jasmine, bergamot, red plum, cocoa nib, sandalwood in aroma and cup. Sweetly tart with vibrant, juicy acidity; delicate, silky-smooth mouthfeel. In the finish, star jasmine and cocoa nib give way to bergamot and sandalwood."
Colombia Aromas de Sur,Drink Coffee Do Stuff,Medium-Light,United States,Colombia,6.76,93,February 2022,"Fruit-forward, deeply chocolaty. Lychee, milk chocolate, amber, tangerine zest, marjoram in aroma and cup. Sweet-toned with brisk acidity; buttery mouthfeel. Amber and tangerine zest lead in the quiet finish."
Costa Rica Termico,Battlecreek Coffee,Light,United States,Costa Rica,5.88,91,February 2022,"Crisply spice-toned. Nutmeg, clove, baking chocolate, date, fir in aroma"
Karindundu Kenya,JBC Coffee Roasters,Medium-Light,United States,Kenya,6.47,94,February 2022,"Resonantly sweet-tart, high-toned. Passion fruit, toffee, pink grapefruit zest, jasmine, cedar in aroma and cup. Sweet-tart structure with juicy-bright acidity; very full, syrupy mouthfeel. The long, lingering finish centers around notes of toffee and pink grapefruit zest."
Medium Roast,Kona Love Coffee Co.,Medium-Light,Hawai'i,Hawai'I,9.92,92,February 2022,"Crisply sweet-toned. Cocoa nib, hazelnut, dried apricot, magnolia, cedar in aroma and cup. Deeply sweet structure with balanced acidity; full, syrupy mouthfeel. Cocoa-driven finish supported by cedar and hazelnut."
Guatemala Finca Buena Esperanza,Oak & Bond Coffee Company,Medium-Light,United States,Guatemala,5.58,93,February 2022,"Vibrant, deep, complex. Apricot, baking chocolate, hazelnut, lemon verbena, freesia-like flowers in aroma and cup. Sweetly tart structure with juicy acidity; lightly satiny mouthfeel. A cocoa-toned finish is supported by notes of stone fruit and hazelnut."
Ethiopia Hambela Goro,Jaunt Coffee Roasters,Light,United States,Ethiopia,7.35,92,February 2022,"Brightly sweet, deeply pungent. Amber, red currant, baking chocolate, violet, cedar in aroma and cup. Sweet-toned structure with brisk acidity; crisp, silky mouthfeel. The finish consolidates around amber and currant notes with crisp chocolate undertones."
Shakiso Natural,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,94,February 2022,"Deeply aromatic, richly sweet-tart. Black cherry, honeysuckle, hazelnut butter, baking chocolate, tangerine zest in aroma and cup. Sweetly tart structure with fruit-toned, winy acidity; full, syrupy-smooth mouthfeel. Finish consolidates to notes of hazelnut and baking chocolate with support from black cherry."
La Esmeralda Diamond Mountain Washed Coffee,Satur Specialty Coffee,Medium-Light,Taiwan,Panama,6.68,94,February 2022,"High-toned, floral. Narcissus, apricot, almond, tangerine zest, sandalwood in aroma and cup. Balanced, sweet structure with bright acidity; plush, syrupy mouthfeel. The resonant finish centers around narcissus and tangerine zest."
COE Sidama Bona 74110,VERYTIME,Medium-Light,Taiwan,Ethiopia,6.37,93,February 2022,"Sweetly fruit-forward, deeply aromatic. Passion fruit, tangerine zest, cocoa nib, lemon verbena, agave syrup in aroma and cup. Sweet-tart structure with vibrant acidity; satiny-smooth mouthfeel. The finish centers around notes of tangerine with cocoa undertones."
Ethiopia Yirgacheffe Adorsi G1,VERYTIME,Medium-Light,Taiwan,Ethiopia,6.37,93,February 2022,"Deeply sweet, intense, perfumy. Guava, ripe banana, chocolate fudge, oak, lily in aroma and cup. Juicy-sweet and lactic (yogurty) in structure with pleasingly tart acidity; syrupy-smooth mouthfeel. Crisply sweet finish consolidates to notes of chocolate fudge, lily and oak."
Gayo Mandheling Specialty Coffee,Satur Specialty Coffee,Medium-Light,Taiwan,Indonesia,5.26,93,February 2022,"Rich, deep, sweetly earth-toned. Pipe tobacco, baking chocolate, date, pistachio, jasmine in aroma and cup. Sweet structure with pert acidity; full, creamy mouthfeel. Pipe tobacco and cashew complicate the chocolaty finish."
Ethiopia Yirgacheffe G1,VERYTIME,Light,Taiwan,Ethiopia,4.25,91,February 2022,"A friendly, accessible natural-processed Ethiopia cup: crisply sweet, deeply chocolaty, with hints of spicy florals throughout."
Karen J Kona Red Bourbon Natural Anaerobic,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,22.02,95,February 2022,"Rich-toned, deeply floral. Wisteria, cocoa nib, apricot, maple syrup, pink grapefruit zest in aroma and cup. Balanced, sweet structure with juicy but elegant acidity; plush, satiny mouthfeel. The finish is all flowers supported by deep cocoa notes."
Guo Mei Zhu,Luv Moshi,Medium-Light,Taiwan,Colombia,4.67,93,February 2022,"Balanced, chocolaty, nut-toned. Baking chocolate, hazelnut butter, date, orange zest, cedar in aroma and cup. Sweet in structure with bright acidity; crisp, velvety mouthfeel. The nut-toned finish is long and very sweet."
Haraaz Red Yemen,JBC Coffee Roasters,Medium-Light,United States,Yemen,11.02,94,March 2022,"Richly spice-toned, fruit-forward. Goji berry, amber, dried ginger, cashew, freesia-like flowers in aroma and cup. Sweet in structure with high-toned acidity; plush, syrupy mouthfeel. The flavor-saturated finish consolidates to notes of goji berry and amber."
El Salvador Anarquia Pacamara,Tipico Coffee,Light,United States,El Salvador,6.47,94,March 2022,"Deep-toned, richly sweet-savory. Pomegranate, toffee, shiitake mushroom, dark chocolate, marjoram in aroma and cup. Sweetly savory structure with balanced, bright acidity; plush, syrupy mouthfeel. The resonant finish consolidates to notes of pomegranate and dark chocolate with a hint of shiitake mushroom."
Ethiopia Karamo Natural,Tipico Coffee,Medium-Light,United States,Ethiopia,5.22,93,March 2022,"Gently sweet-tart, citrus-toned. Cocoa nib, tangerine, lilac, mango, cedar in aroma and cup. Richly sweet structure with brisk acidity; full, syrupy mouthfeel. The quietly tart finish consolidates to cocoa-toned mango and cedar."
Guatemala Reserve Las Moritas Yellow Pacamara,Tipico Coffee,Medium-Light,United States,Guatemala,6.47,93,March 2022,"Deep-toned, richly sweet. Dark chocolate, toffee, dried persimmon, hazelnut, cedar in aroma and cup. Sweet structure with gentle acidity; full, syrupy smooth mouthfeel. Chocolaty finish with undertones of rich cedar."
