Entity,Code,Year,Number of executions (Amnesty International),Deaths - Meningitis - Sex: Both - Age: All Ages (Number),Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),"Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",Deaths - Malaria - Sex: Both - Age: All Ages (Number),Deaths - Drowning - Sex: Both - Age: All Ages (Number),Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),Deaths - Road injuries - Sex: Both - Age: All Ages (Number),Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),Deaths - Self-harm - Sex: Both - Age: All Ages (Number),Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),Deaths - Poisonings - Sex: Both - Age: All Ages (Number),Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),Terrorism (deaths),Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number),Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number)
Sao Tome and Principe,STP,1994,,12,82,0,58,5,7,1,0,29,15,10,150,74,1,0,97,0,32,2,0,9,2,31,,178,30,64,43,61,5,9,3
Sao Tome and Principe,STP,1995,,12,84,0,65,5,7,1,0,30,15,10,149,75,1,0,95,0,31,2,0,9,2,30,,184,31,66,44,62,5,9,3
Sao Tome and Principe,STP,1996,,12,86,1,68,5,7,1,0,30,16,10,148,76,1,0,91,0,29,2,0,9,2,28,,192,32,68,45,64,5,10,3
Sao Tome and Principe,STP,1997,,12,89,1,74,5,8,1,0,30,16,11,145,76,1,0,85,0,27,2,0,10,1,26,,199,34,70,47,66,5,10,3
Sao Tome and Principe,STP,1998,,11,92,1,79,4,8,1,0,31,17,12,142,77,1,0,80,0,25,3,0,10,1,24,,206,35,72,48,68,5,10,3
Sao Tome and Principe,STP,1999,,14,94,1,66,4,9,1,0,30,17,13,140,77,1,0,77,0,23,3,0,10,1,22,,209,36,72,49,69,4,11,3
Sao Tome and Principe,STP,2000,,9,93,0,184,3,8,1,0,29,15,13,118,74,1,0,56,0,15,3,0,10,1,15,,210,36,72,49,67,4,11,3
Sao Tome and Principe,STP,2001,,9,94,0,180,3,8,1,0,29,16,12,114,72,1,0,51,0,13,3,0,10,1,13,,213,36,72,49,68,4,11,3
Sao Tome and Principe,STP,2002,,10,97,0,111,3,9,1,0,29,17,12,123,72,1,0,59,0,16,3,0,11,1,16,,217,38,73,50,70,4,11,3
Sao Tome and Principe,STP,2003,,8,95,0,185,3,8,1,0,28,16,9,107,69,1,0,42,0,11,3,0,11,1,10,,216,37,72,49,68,3,11,3
Sao Tome and Principe,STP,2004,,9,100,1,86,3,9,1,0,29,18,11,121,70,1,0,53,0,15,3,0,11,1,14,,223,39,74,50,71,3,12,3
Sao Tome and Principe,STP,2005,,8,96,0,150,3,8,1,0,26,16,8,105,66,1,0,63,0,11,3,0,11,1,10,,217,37,71,48,67,3,12,4
Sao Tome and Principe,STP,2006,,9,102,1,69,3,9,0,0,26,18,9,114,68,1,0,53,0,13,3,0,11,1,12,,224,39,73,50,70,3,12,4
Sao Tome and Principe,STP,2007,,9,105,1,36,3,10,0,0,25,18,9,116,69,1,0,43,0,13,3,0,11,1,12,,228,40,73,50,70,3,12,4
Sao Tome and Principe,STP,2008,,8,105,1,75,3,9,0,0,24,18,8,111,67,1,0,40,0,12,3,0,11,1,11,,228,39,72,49,68,3,12,4
Sao Tome and Principe,STP,2009,,7,108,1,68,3,9,0,0,23,18,7,111,66,1,0,32,0,11,3,0,12,1,10,,232,40,73,48,67,3,13,4
Sao Tome and Principe,STP,2010,,7,112,1,32,3,10,0,1,22,18,8,114,65,1,0,30,0,12,3,0,12,1,11,,237,42,74,48,66,3,13,4
Sao Tome and Principe,STP,2011,,6,112,0,72,3,9,0,1,21,17,7,107,61,1,0,22,0,9,3,0,12,1,9,,237,41,73,46,63,2,13,4
Sao Tome and Principe,STP,2012,,5,114,0,93,2,9,0,1,21,17,6,104,60,1,0,18,0,8,3,0,12,1,8,,240,41,74,45,60,2,13,4
Sao Tome and Principe,STP,2013,,5,119,1,72,3,9,0,1,21,18,6,106,60,2,0,16,0,8,3,0,13,1,8,,246,43,75,44,60,2,13,4
Sao Tome and Principe,STP,2014,,5,127,1,15,3,10,0,1,22,20,7,113,57,2,0,16,0,10,4,0,13,1,9,,255,45,77,45,61,2,14,4
Sao Tome and Principe,STP,2015,,5,130,1,14,3,10,0,1,22,20,7,112,54,2,0,14,0,9,4,0,14,1,9,,259,46,77,45,60,2,14,4
Sao Tome and Principe,STP,2016,,5,134,1,14,3,10,0,1,21,20,6,111,51,2,0,13,0,8,4,0,14,1,8,,263,47,78,46,61,2,14,5
Sao Tome and Principe,STP,2017,,5,138,1,13,3,11,0,1,21,20,6,111,48,2,0,13,0,8,4,0,14,1,8,,267,48,78,47,63,2,14,5
Sao Tome and Principe,STP,2018,,5,142,1,12,3,11,0,1,20,21,6,110,45,2,0,13,0,8,4,0,15,1,7,,271,49,79,48,64,2,14,5
Sao Tome and Principe,STP,2019,,5,145,1,12,3,11,0,1,20,21,6,109,42,2,0,12,0,7,4,0,15,1,7,,273,50,79,49,66,2,14,5
Saudi Arabia,SAU,2007,143,191,8116,505,2,593,238,442,117,1692,14378,289,3753,3391,67,0,424,8,75,810,5,2175,181,72,3,36026,5036,3107,2924,3801,55,1226,450
Saudi Arabia,SAU,2008,102,193,8411,517,0,619,260,466,122,1737,15265,297,3948,3059,69,0,404,8,73,890,2,2166,185,69,,37081,5235,3139,2928,3813,54,1262,463
Saudi Arabia,SAU,2009,69,169,8663,545,0,644,286,487,115,1754,16051,299,4036,2770,71,161,384,8,70,984,5,2176,191,66,5,37703,5381,3184,2922,3812,53,1295,471
Saudi Arabia,SAU,2010,27,173,8995,581,0,683,321,510,112,1737,17029,302,4151,2507,71,24,368,9,70,1118,1,2206,201,65,,38274,5537,3258,2947,3843,54,1329,479
Saudi Arabia,SAU,2011,82,170,9213,611,0,705,345,537,94,1650,17698,296,4178,2259,71,11,356,10,68,1294,3,2208,212,64,3,38295,5614,3299,2974,3872,57,1360,482
Saudi Arabia,SAU,2012,79,171,9504,659,0,718,368,561,95,1572,18338,289,4192,2042,73,19,351,10,67,1410,4,2215,219,62,4,38504,5645,3312,3031,3942,58,1393,487
Saudi Arabia,SAU,2013,79,172,9921,645,0,717,383,583,114,1525,18683,285,4247,1861,78,39,341,10,66,1464,1,2294,224,61,1,39159,5752,3354,3117,4045,58,1434,495
Saudi Arabia,SAU,2014,90,173,10392,674,0,720,401,604,128,1479,19183,280,4310,1700,82,0,337,10,66,1527,20,2393,228,61,20,39738,5921,3405,3210,4159,59,1480,505
Saudi Arabia,SAU,2015,158,171,10814,702,0,719,407,622,140,1427,19526,271,4342,1552,85,23,331,10,65,1574,323,2476,231,60,213,41019,6052,3431,3276,4233,60,1507,509
Saudi Arabia,SAU,2016,154,174,11345,680,1,722,409,639,155,1394,20009,265,4422,1427,90,24,330,10,65,1624,275,2588,236,60,162,41765,6250,3491,3388,4367,62,1551,520
Saudi Arabia,SAU,1990,,260,4258,399,70,571,165,69,53,2047,7552,339,2812,10236,36,0,2394,8,233,411,0,1375,163,230,,20459,2477,2561,2614,3473,127,828,270
Saudi Arabia,SAU,1991,,262,4527,412,39,583,166,80,58,1904,7872,334,2879,10024,38,0,2157,7,219,429,29,1469,167,216,0,21321,2592,2618,2707,3574,118,849,285
Saudi Arabia,SAU,1992,,263,4784,418,82,583,167,92,64,1855,8088,324,2929,9723,39,0,1934,7,204,440,0,1555,169,200,,22120,2703,2664,2770,3643,109,866,299
Saudi Arabia,SAU,1993,,264,5058,426,83,585,171,106,70,1850,8271,313,2977,9353,41,0,1730,7,187,451,0,1646,170,184,,22940,2830,2711,2819,3696,101,881,312
Saudi Arabia,SAU,1994,,263,5366,432,34,584,173,120,76,1806,8466,303,3021,8879,43,0,1540,7,173,463,0,1751,170,169,0,23788,2970,2764,2878,3760,95,898,325
Saudi Arabia,SAU,1995,,264,5678,440,83,590,173,136,83,1718,8683,293,3080,8491,45,0,1383,7,161,476,14,1862,172,158,14,24622,3102,2822,2946,3831,91,918,338
Saudi Arabia,SAU,1996,,260,5976,456,72,578,171,152,91,1614,8839,285,3103,8037,46,0,1198,7,149,490,19,1971,170,146,19,25386,3233,2871,2993,3874,85,939,351
Saudi Arabia,SAU,1997,,257,6257,784,84,558,169,170,98,1568,9168,275,3122,7596,48,0,1050,7,137,491,0,2077,166,134,,26132,3368,2915,3024,3901,80,957,362
Saudi Arabia,SAU,1998,,255,6523,442,191,546,171,190,106,1573,9279,264,3140,7139,50,0,933,7,127,502,0,2172,163,123,,26922,3489,2962,3050,3922,76,976,371
Saudi Arabia,SAU,1999,,256,6800,484,48,538,173,213,115,1578,9485,256,3172,6688,52,0,854,7,119,518,0,2272,161,115,,27798,3603,3018,3100,3975,74,999,380
Saudi Arabia,SAU,2000,,312,7023,447,22,526,175,239,125,1545,9679,249,3193,6251,53,0,772,7,111,535,1,2369,159,108,1,28588,3840,3051,3121,3987,71,1026,390
Saudi Arabia,SAU,2001,,279,7179,447,6,526,182,269,126,1508,10065,242,3179,5840,56,0,713,7,106,547,2,2257,163,103,2,29427,4047,3027,3163,4048,67,1049,397
Saudi Arabia,SAU,2002,,200,7285,462,5,525,186,301,138,1524,10522,237,3198,5425,60,19,654,7,102,567,1,2219,166,99,1,30307,4254,3016,3162,4051,65,1076,404
Saudi Arabia,SAU,2003,,197,7407,560,3,533,193,334,139,1587,11037,244,3240,4990,58,12,602,7,95,594,81,2200,167,92,55,31361,4440,3044,3132,4021,63,1100,412
Saudi Arabia,SAU,2004,,191,7486,450,2,539,201,363,118,1605,11532,244,3281,4557,57,5,548,7,87,617,154,2166,163,83,64,32373,4548,3042,3041,3920,59,1124,419
Saudi Arabia,SAU,2005,,191,7665,463,1,561,212,392,114,1650,12539,263,3407,4137,61,63,496,7,81,676,32,2176,169,78,1,33754,4657,3059,2977,3849,57,1155,426
Saudi Arabia,SAU,2006,,189,7854,474,1,570,222,417,114,1647,13404,279,3559,3758,66,0,454,7,78,733,15,2181,175,74,4,34953,4826,3071,2919,3787,56,1189,437
Saudi Arabia,SAU,2017,,176,11873,703,1,723,409,656,170,1363,20491,256,4501,1282,94,4,328,10,65,1672,3,2692,240,60,31,42897,6423,3552,3499,4499,63,1597,529
Saudi Arabia,SAU,2018,,177,12464,703,1,724,407,673,185,1325,20937,249,4592,1164,99,0,328,10,65,1729,11,2833,244,60,,44248,6658,3628,3624,4648,64,1650,544
Saudi Arabia,SAU,2019,,180,13104,713,1,724,403,683,201,1301,21316,245,4699,1077,104,12,330,11,66,1791,0,2989,246,61,,45837,6930,3723,3763,4819,65,1707,562
Scotland,,1990,,52,15681,90,0,50,83,39,70,76,603,7,3930,271,77,7,13,26,21,743,0,559,32,9,,28894,563,3221,597,2026,2,1430,374
Scotland,,1991,,53,15819,87,0,48,80,65,77,73,571,8,3860,267,79,1,13,26,20,743,9,555,32,8,,28185,557,3235,612,2042,2,1467,374
Scotland,,1992,,48,16108,83,0,46,92,63,86,71,538,8,3874,250,82,1,15,25,20,753,0,556,32,8,,27863,552,3293,637,2092,2,1507,380
Scotland,,1993,,51,16521,81,0,43,97,76,99,70,510,7,3986,230,89,3,18,27,19,772,0,562,32,8,,27879,562,3414,684,2169,2,1546,388
Scotland,,1994,,46,16382,76,0,41,101,89,120,66,484,8,3832,211,99,9,21,27,18,766,0,548,31,8,,26631,545,3362,721,2194,2,1574,381
Scotland,,1995,,52,16484,73,0,41,89,96,139,63,475,7,3844,200,110,17,24,26,18,772,0,547,31,8,,26095,545,3442,778,2266,2,1609,383
Scotland,,1996,,50,16559,73,0,40,75,74,162,63,466,8,3859,196,123,6,29,26,17,785,0,559,31,8,,25707,538,3518,858,2376,2,1649,388
Scotland,,1997,,47,16364,70,0,38,66,48,179,61,446,7,3775,182,141,1,34,30,16,778,0,559,30,8,,24914,532,3580,917,2446,2,1681,386
Scotland,,1998,,52,16356,68,0,38,66,32,203,60,432,7,3725,179,160,2,42,25,16,777,5,578,29,8,,24509,536,3717,986,2575,2,1720,391
Scotland,,1999,,46,16506,66,0,37,66,32,231,60,420,7,3695,162,180,5,53,25,17,778,1,605,27,9,,24366,545,3899,1071,2737,2,1757,402
Scotland,,2000,,44,16212,63,0,35,67,30,247,57,401,7,3304,159,208,1,67,23,16,752,0,590,25,9,,23388,554,3908,1116,2809,2,1782,402
Scotland,,2001,,42,16003,60,0,35,78,34,263,55,397,6,3145,147,243,2,84,22,16,747,0,597,22,10,,22605,575,3921,1180,2902,2,1808,405
Scotland,,2002,,40,15835,59,0,35,82,32,279,54,389,6,3145,146,267,1,104,20,17,742,0,609,21,11,,22474,602,4062,1247,3036,2,1842,420
Scotland,,2003,,39,16325,56,0,34,79,38,274,52,376,6,3127,148,284,0,123,19,17,700,5,606,19,11,,21692,619,4092,1256,3069,2,1855,426
Scotland,,2004,,37,16393,52,0,32,78,27,278,49,356,6,2991,148,298,0,140,18,17,674,2,595,17,11,,20579,619,4031,1242,3052,2,1870,426
Scotland,,2005,,36,16455,49,0,32,72,33,289,48,341,6,2936,154,307,5,158,18,16,657,2,583,17,11,,19671,622,4022,1244,3068,2,1903,431
Scotland,,2006,,31,16661,48,0,33,76,31,327,48,347,6,2909,147,310,0,177,18,16,687,6,581,17,12,,19062,634,4056,1257,3106,2,1952,440
Scotland,,2007,,30,16933,46,0,33,68,34,358,46,341,7,2916,154,309,1,189,17,16,697,9,575,17,12,,18643,659,4124,1244,3122,2,2004,455
Scotland,,2008,,29,17170,45,0,33,64,31,382,45,324,7,2911,144,309,0,188,17,16,703,5,574,17,12,,18257,678,4181,1227,3146,2,2057,468
Scotland,,2009,,28,17140,43,0,32,58,33,386,42,298,8,2859,136,304,3,171,16,16,684,9,560,16,12,,17614,687,4175,1182,3112,2,2113,473
Scotland,,2010,,26,17260,41,0,31,54,34,388,41,278,6,2912,130,298,3,156,16,16,682,9,575,16,12,,17485,720,4251,1165,3140,2,2188,483
Scotland,,2011,,28,17474,40,0,31,57,27,392,39,262,6,2953,129,291,1,149,15,17,677,4,589,16,12,,17570,760,4392,1134,3174,2,2250,495
Scotland,,2012,,25,17666,38,0,30,51,26,395,39,248,6,3033,121,283,0,145,15,17,663,4,602,15,13,,17716,792,4547,1105,3202,2,2289,508
Scotland,,2013,,29,17861,38,0,29,46,27,400,38,239,6,3009,109,276,9,140,14,17,652,1,622,15,13,,17704,791,4657,1108,3244,2,2305,520
Scotland,,2014,,24,17778,36,0,29,44,23,414,37,230,6,2825,106,276,0,131,13,16,628,0,633,14,12,,17081,763,4642,1091,3209,2,2316,522
Scotland,,2015,,26,17987,36,0,30,40,25,453,38,230,5,2791,99,271,1,134,13,16,644,0,677,15,12,,17066,731,4778,1123,3258,2,2364,534
Scotland,,2016,,25,18223,38,0,31,42,29,499,38,238,6,2814,97,271,3,135,13,16,676,1,705,15,12,,17220,732,4864,1166,3328,2,2427,546
Scotland,,2017,,25,18317,45,0,31,47,24,503,38,244,6,2915,91,270,1,136,13,17,684,0,704,15,12,,17632,750,4905,1175,3346,2,2507,557
Scotland,,2018,,25,19289,40,0,31,48,23,503,40,249,5,3157,88,270,0,145,14,18,680,0,751,15,13,,18964,807,5209,1217,3514,2,2604,597
Scotland,,2019,,25,19529,40,0,31,48,22,506,40,248,5,3226,85,270,0,147,14,18,671,0,757,15,13,,19285,821,5261,1220,3535,2,2666,609
Senegal,SEN,1990,,2610,3354,246,8595,384,111,271,8,3998,1229,1314,8555,9916,46,0,14193,54,1555,548,104,889,198,1510,20,7957,1334,1950,1489,2669,145,437,124
Senegal,SEN,1991,,2578,3438,248,8636,381,111,395,9,4004,1245,1322,8484,10031,47,0,14182,55,1539,565,21,925,200,1494,5,8122,1360,1944,1530,2740,144,450,125
Senegal,SEN,1992,,2518,3479,246,9703,376,109,556,9,4000,1247,1332,8366,10146,47,0,13981,55,1505,575,199,955,200,1461,64,8230,1373,1915,1552,2782,142,461,127
Senegal,SEN,1993,,2468,3523,245,10604,369,106,758,9,4008,1248,1373,8329,10287,47,0,13741,55,1468,583,285,989,200,1425,,8371,1387,1889,1574,2826,139,473,130
Senegal,SEN,1994,,2508,3613,247,11611,370,106,998,9,4085,1277,1396,8360,10431,48,0,13603,56,1441,604,5,1038,204,1398,5,8590,1416,1878,1613,2901,138,486,133
Senegal,SEN,1995,,2440,3597,239,14173,350,102,1274,9,4000,1249,1371,8160,10527,47,0,13048,54,1356,602,347,1062,199,1315,18,8594,1399,1816,1600,2881,133,496,134
Senegal,SEN,1996,,2369,3597,233,16222,333,100,1576,9,3908,1226,1334,7984,10551,47,0,12285,53,1273,601,5,1091,195,1234,,8661,1386,1759,1591,2871,128,507,136
Senegal,SEN,1997,,2383,3634,227,17852,318,98,1895,9,3852,1213,1309,7843,10498,47,0,11801,52,1177,609,440,1131,191,1140,92,8775,1386,1722,1592,2882,123,522,140
Senegal,SEN,1998,,2851,3733,228,17748,313,107,2219,9,3855,1240,1316,7915,10449,48,0,11694,53,1120,624,373,1189,193,1083,4,9001,1407,1710,1616,2936,121,543,145
Senegal,SEN,1999,,3117,3853,228,17667,311,101,2533,9,3876,1275,1307,8011,10350,48,187,11408,54,1067,638,38,1248,195,1030,1,9264,1428,1707,1633,2974,118,561,149
Senegal,SEN,2000,,2472,3875,220,20300,288,96,2825,9,3733,1220,1254,7754,10285,47,0,9947,52,970,622,81,1279,186,935,4,9355,1426,1691,1583,2883,110,590,159
Senegal,SEN,2001,,3244,4714,274,7662,363,126,3066,11,4414,1540,1521,9210,10610,58,0,11443,64,1159,777,78,1529,233,1117,28,10833,1696,1985,1912,3449,127,637,177
Senegal,SEN,2002,,2992,4890,274,7645,351,128,3275,11,4313,1548,1542,9075,10725,60,28,10579,64,1079,794,83,1596,232,1038,8,11096,1745,2031,1923,3464,118,669,189
Senegal,SEN,2003,,2745,4810,255,11333,319,120,3457,11,3995,1452,1524,8428,10765,58,8,9148,60,922,764,40,1584,216,884,,10827,1702,1977,1827,3291,104,686,192
Senegal,SEN,2004,,2969,5141,280,9861,352,132,3593,11,4092,1567,1636,8945,10969,62,2,9557,64,976,811,3,1685,233,936,,11335,1789,2086,1905,3447,104,723,204
Senegal,SEN,2005,,2717,5316,281,9822,348,135,3673,12,4019,1585,1704,8780,11076,63,0,9346,65,916,826,46,1742,232,876,0,11608,1813,2135,1924,3470,102,755,213
Senegal,SEN,2006,,2558,5421,287,10601,325,257,3624,12,3928,1556,1687,8450,11098,64,0,8538,64,839,825,5,1780,224,801,,11813,1823,2163,1912,3443,100,790,222
Senegal,SEN,2007,,2506,5609,276,9843,319,138,2956,12,3927,1599,1724,8292,11116,66,8,8380,65,798,845,5,1831,225,760,1,12072,1857,2203,1954,3506,101,814,228
Senegal,SEN,2008,,2463,5826,278,8563,318,143,2252,13,3947,1624,1767,8173,11101,68,1,8291,66,761,871,14,1896,225,723,10,12455,1908,2262,2006,3592,102,853,238
Senegal,SEN,2009,,2449,6158,283,5932,313,151,2216,14,4039,1680,1837,8116,11032,72,6,8184,68,728,918,28,1999,228,690,9,13029,1995,2359,2105,3757,105,891,251
Senegal,SEN,2010,,2155,5940,256,11329,271,140,2374,13,3697,1533,1705,7337,10772,68,2,7182,62,610,865,23,1947,204,577,3,12692,1915,2269,1992,3554,97,910,255
Senegal,SEN,2011,,2136,6226,260,9949,264,145,2500,14,3738,1577,1745,7292,10647,71,0,7207,63,585,901,52,2035,206,552,21,13175,1987,2350,2033,3683,100,950,267
Senegal,SEN,2012,,2045,6337,252,10197,249,145,2646,14,3672,1556,1751,7000,10517,72,19,6873,62,527,910,24,2067,200,496,16,13336,2002,2368,2019,3700,99,980,273
Senegal,SEN,2013,,1633,6632,259,8762,252,154,2741,15,3753,1616,1803,6956,10504,75,8,7099,63,517,952,12,2147,205,485,7,13718,2070,2444,2080,3842,103,1016,281
Senegal,SEN,2014,,1754,7043,282,6845,279,170,2626,16,3944,1741,1869,7377,10477,79,0,7720,68,563,1015,16,2254,222,528,7,14328,2182,2553,2176,4056,109,1053,289
Senegal,SEN,2015,,1730,7290,286,6706,282,175,2438,17,3984,1678,1865,7382,10398,81,0,7772,68,548,1043,1,2331,224,514,0,14811,2252,2616,2205,4137,111,1099,301
Senegal,SEN,2016,,1758,7652,296,5375,288,185,2216,18,4059,1754,1883,7480,10284,85,5,7925,70,544,1087,17,2431,231,510,,15272,2344,2699,2293,4307,115,1142,311
Senegal,SEN,2017,,1709,7804,322,6203,280,186,1965,19,3967,1745,1853,7295,10193,86,0,7713,69,512,1097,0,2469,227,479,,15432,2368,2710,2325,4344,115,1170,315
Senegal,SEN,2018,,1608,7915,284,7182,262,199,1730,19,3790,1809,1786,6912,9713,86,0,7054,67,456,1098,5,2502,219,425,,15509,2377,2703,2318,4303,110,1194,320
Senegal,SEN,2019,,1563,8211,283,6740,252,187,1603,20,3732,1823,1767,6793,9388,89,0,6660,66,425,1126,2,2599,217,396,,15981,2447,2763,2365,4374,107,1246,334
Serbia,SRB,1990,,99,18910,128,0,238,471,29,33,408,1417,28,1305,1967,387,0,28,81,17,2193,0,2214,73,9,,52964,1420,3395,1516,3436,12,1722,454
Serbia,SRB,1991,,81,19147,122,0,222,743,34,34,384,1392,25,1212,1563,388,0,27,78,15,2206,3026,2246,70,8,,52972,1420,3361,1528,3428,11,1735,447
Serbia,SRB,1992,,82,19835,125,0,226,685,37,35,384,1421,25,1238,1560,399,1,26,78,15,2282,146,2351,71,8,,54444,1467,3487,1573,3520,12,1725,454
Serbia,SRB,1993,,82,20531,126,0,225,494,40,35,395,1427,24,1263,1548,413,0,26,79,16,2335,2,2487,72,8,,56517,1522,3614,1629,3633,12,1714,459
Serbia,SRB,1994,,89,21230,132,0,237,515,42,35,406,1472,24,1322,1729,427,0,27,81,17,2417,0,2614,75,9,,58366,1578,3733,1684,3754,12,1700,465
Serbia,SRB,1995,,83,21910,132,0,234,518,43,36,419,1490,24,1313,1549,439,0,27,82,16,2491,2,2750,76,8,,60621,1643,3874,1727,3861,12,1682,480
Serbia,SRB,1996,,78,22709,133,0,231,517,44,37,426,1501,23,1316,1386,450,0,26,82,16,2554,10,2912,76,7,,63154,1710,4023,1766,3957,13,1654,503
Serbia,SRB,1997,,74,23609,135,0,228,502,43,38,433,1499,21,1326,1200,460,0,25,81,16,2610,18,3094,77,7,,66067,1784,4182,1802,4047,12,1622,531
Serbia,SRB,1998,,65,22212,123,0,203,466,42,33,385,1317,15,1190,1021,426,1,23,73,14,2326,1503,2839,70,6,,61391,1658,3900,1678,3794,11,1579,505
Serbia,SRB,1999,,54,22423,123,0,196,470,43,36,377,1276,14,1128,812,420,12,22,73,13,2354,9429,2901,66,5,,61797,1668,3878,1663,3798,11,1584,522
Serbia,SRB,2000,,51,23175,129,0,204,472,44,42,379,1294,14,1126,818,433,5,22,81,14,2439,532,2999,65,6,,63489,1714,3985,1700,3935,11,1609,555
Serbia,SRB,2001,,49,23316,126,0,191,438,48,45,357,1217,14,1082,872,424,6,22,79,14,2325,128,2978,60,6,,62764,1707,3859,1658,3934,11,1631,570
Serbia,SRB,2002,,47,23697,125,0,184,415,54,45,346,1151,14,1057,872,430,4,22,80,14,2265,71,2997,56,6,,62734,1745,3851,1646,3993,10,1660,594
Serbia,SRB,2003,,46,24558,126,0,179,389,64,50,338,1138,14,1072,887,447,8,22,82,15,2236,29,3124,55,7,,64406,1829,3926,1668,4139,9,1713,628
Serbia,SRB,2004,,45,25385,126,0,172,356,58,60,319,1122,13,1081,776,460,0,23,81,16,2200,51,3237,52,8,,65942,1917,4010,1684,4277,8,1771,663
Serbia,SRB,2005,,43,26346,126,0,165,327,49,69,304,1114,13,1108,642,466,5,24,79,17,2176,16,3413,50,9,,68260,2045,4123,1698,4454,8,1836,707
Serbia,SRB,2006,,38,26678,123,0,153,305,50,72,279,1081,11,1106,543,456,1,24,78,18,2092,2,3480,47,9,,67788,2113,4097,1675,4515,7,1885,721
Serbia,SRB,2007,,34,26959,121,0,145,289,55,76,257,1044,10,1115,446,450,0,25,71,18,2017,9,3581,45,10,,67075,2179,4096,1651,4568,7,1930,732
Serbia,SRB,2008,,31,27626,119,0,137,273,60,80,238,1031,10,1156,295,452,1,26,69,18,1996,5,3744,44,10,2,67599,2276,4157,1639,4648,6,1989,758
Serbia,SRB,2009,,32,27754,117,0,134,258,67,78,219,994,10,1211,345,443,0,27,67,19,1926,0,3786,43,10,0,66589,2319,4113,1590,4609,6,2055,762
Serbia,SRB,2010,,30,27567,113,0,125,243,76,70,200,928,10,1246,331,431,5,29,69,19,1825,2,3735,40,11,0,64416,2322,4009,1532,4518,5,2118,751
Serbia,SRB,2011,,31,27573,110,0,120,236,92,64,185,891,10,1299,360,417,1,31,61,20,1774,2,3679,39,11,,62683,2330,3940,1488,4437,5,2181,742
Serbia,SRB,2012,,28,27800,109,0,112,230,101,63,172,843,9,1358,205,406,1,34,84,20,1731,6,3669,37,11,1,62122,2378,3927,1455,4397,5,2245,752
Serbia,SRB,2013,,30,27905,108,0,111,224,102,61,158,805,9,1457,307,397,0,39,56,21,1674,2,3640,36,12,,62390,2448,3966,1425,4391,5,2295,776
Serbia,SRB,2014,,30,28229,108,0,111,217,98,61,148,780,9,1533,273,395,57,42,55,21,1646,3,3661,36,12,,62922,2506,3986,1418,4381,5,2338,794
Serbia,SRB,2015,,29,28512,108,0,108,213,91,60,140,770,9,1578,246,393,2,43,54,21,1628,0,3695,36,12,,62673,2532,3969,1422,4341,5,2372,798
Serbia,SRB,2016,,28,27989,103,0,103,207,81,59,132,730,9,1549,234,379,0,43,52,21,1544,0,3615,35,11,,60860,2475,3830,1383,4219,4,2406,782
Serbia,SRB,2017,,28,28124,103,0,100,205,69,63,130,725,8,1561,206,378,0,43,57,20,1540,0,3632,35,11,0,61674,2480,3839,1390,4222,4,2460,798
Serbia,SRB,2018,,27,28307,103,0,100,204,57,68,129,729,8,1579,188,376,0,42,51,20,1544,8,3694,35,11,,63174,2516,3873,1394,4247,4,2521,828
Serbia,SRB,2019,,27,28444,103,0,100,203,48,72,128,729,7,1571,172,376,0,41,50,20,1535,0,3710,35,11,,63769,2517,3865,1401,4245,4,2567,840
Serbia-Montenegro,,2003,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
Serbia-Montenegro,,2004,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Serbia-Montenegro,,2005,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Serbia-Montenegro,,2006,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
